remap_id,entity_name
22658,clean and organized store environment
22660,sophisticated and comfortable lounge
22661,Cigar aficionados
22662,Davidoff Cigars
22664,goodie baskets
22665,goodie baskets with wines
22666,goodie baskets with gourmet foods
22667,discounts on wine
22668,discounts on accessories
22669,seasonal/holiday items
22670,casual yet tasteful setting
22671,great variety and flavor choices
22672,upscale but welcoming atmosphere
22673,customers who appreciate locally owned businesses
22676,variety of sections
22677,minimal pain during waxing
22678,Christian-themed decor
22679,fresh tasting sauce
22680,not overly saucy
22681,Pairing with friends
22682,Fun date night
22683,Museum by Moonlight
22684,exhibits
22685,food samples
22686,Individuals who enjoy reliving their childhood
22687,people supporting a good cause
22688,Italian entrees
22689,Fans of homemade dishes
22690,healthy desserts
22694,Jamaican
22697,diverse and flavorful pizzas
22698,lively shopping center ambiance
22702,Rum Sugar Lime
22703,"modern, well-designed bars"
22704,rum-based drinks
22705,strong and flavorful cocktails
22706,"Users who enjoy modern, well-designed bars with a focus on strong and flavorful cocktails"
22707,generous happy hour deals
22709,Kosher deli foods
22710,Kosher foods
22712,Kosher grocery items
22714,Kosher Meat & Deli
22715,refined dishes
22716,pay a premium
22717,Saint Louis Galleria
22720,convenient reservation options
22721,easy checkout processes
22722,large selection of Apple products
22723,"Users who value efficient service, friendly staff, knowledgeable employees, and convenient reservation options"
22724,Customers who appreciate easy checkout processes and a large selection of Apple products
22726,additional attractions
22728,Italian-themed food
22729,popular cover bands
22730,cover bands
22732,flavorful buffets
22733,generous spread
22734,delicious grilled cheese sandwiches
22735,unique burger toppings
22737,lively diner atmosphere
22739,higher prices for quality food and service
22740,unique and daring menu items
22741,stylish and charming ambiance
22743,Users who enjoy high-quality baked goods
22744,rooftop options
22746,"fresh, organic and healthy food options"
22747,Healthy food restaurant
22748,high-quality oils
22752,People who appreciate high-quality oils
22753,People who appreciate vinegars
22754,People who enjoy exploring flavors
22755,prompt and friendly service
22757,convenient take-out options
22759,household item
22760,seasonal products
22761,"Users who enjoy a wide selection of food, household items, and clothing"
22762,Pet boarding service
22763,boarding options
22764,comfortable boarding options
22765,care services
22766,individual attention
22767,slightly pricey but reasonable prices
22768,"fun, creative experience"
22769,helpful instructors
22771,made-from-scratch pasta
22772,outstanding food quality
22773,Those who appreciate high-quality food
22776,culinary ingredients
22778,specialty ingredients
22779,gourmet popsicles
22781,natural treats
22782,delicious pizza varieties
22783,gentle waxing techniques
22784,Waxing boutique
22787,Farm-to-table experience
22788,Users who enjoy classy ambiance
22789,clever drinks
22790,quality bites
22791,stylish escape from crowded areas
22793,great food prices
22794,roller coaster
22795,intense drops
22797,fast speeds
22798,SheiKra
22799,European beer
22801,Delikatessen
22803,modern and polished bakery setting
22805,Users who appreciate high-quality baked goods
22806,Users who appreciate creatively flavored baked goods
22807,top-notch products
22808,ooey-gooey pizza
22809,generous cheese toppings
22811,straight-razor shaves
22812,Men
22813,"classic, old-school barber shop experience"
22814,trying out new dishes
22815,classic diner ambiance
22816,consistent and tasty diner food
22818,beachfront locations
22819,tropical atmosphere
22821,nice views of the beach
22823,excellent flavors
22824,creative cupcakes
22826,best selection early
22827,sizable charcuterie boards
22835,Affton
22836,festive holiday ambiance
22837,attentive server staff
22838,spacious and visually appealing bar
22840,more mature atmosphere
22843,private dining options
22844,flavorful fried chicken
22845,creative seasonings
22850,Lovers of flavorful Indonesian dishes
22854,Fans of classic ice cream parlors
22855,wide variety of pizzas
22856,wide variety of sandwiches
22857,order accuracy
22858,high-quality spa services
22860,"casual, hipster atmosphere"
22862,happy hour beers & snacks
22863,The Social
22865,homemade tamales
22866,Lovers of Mexican baked goods
22868,Fans of sweet and savory pastries
22870,colorful ambience
22871,well-priced value
22872,cozy and comfortable atmosphere
22873,those seeking a cozy and comfortable atmosphere
22875,clean and attentive
22878,veggie chimichanga
22880,flavorful breakfast dishes
22882,high-end hotel
22886,by the waterfront
22890,Users who enjoy raw seafood
22891,extra for the quality
22892,non-greasy Chinese food
22894,traditional American diner meals
22895,"fresh, tasty American cuisine"
22897,salmon salad
22898,champagne seafood pasta
22899,trendy ice cream experiences
22900,unique ice cream experiences
22901,watching food being made
22902,Ice cream lovers
22903,Special treat seekers
22906,great sides
22910,authentic Southeast Asian BBQ meats
22911,Southeast Asian food
22912,Fans of authentic Southeast Asian BBQ meats
22913,street food enthusiasts
22914,festive holiday lights
22916,synchronized light displays
22917,beautifully decorated areas
22918,Magical experience
22919,Enchanted event
22920,Fans of festive holiday lights
22921,Arts and entertainment enthusiasts
22922,Families seeking magical experiences
22923,Individuals seeking unique events
22924,vibrant settings
22925,pan-Asian
22928,bogo burgers
22929,"cozy, non-touristy atmosphere"
22934,cuisine with a Cajun twist
22936,free kimchi
22937,self serve water
22938,customers looking for value
22942,gardening seminars
22943,personalized advice
22944,garden arts
22945,"Sparks, Nevada"
22947,pay a bit more for a satisfying meal
22948,people looking for a sophisticated atmosphere
22949,people looking for a quaint atmosphere
22952,free drink promotions
22954,trendy rooftop lounge
22956,versatile indoor/outdoor spaces
22957,congenial
22961,Individuals seeking automotive services
22962,spacious aisles
22963,young couples
22965,gyro pitas
22966,cachapas
22967,halal setting
22971,laid-back yet elevated ambiance
22974,Users who enjoy authentic Thai food
22975,People who value authentic Asian cuisine experiences
22976,checking orders before leaving
22977,Nicaraguan cuisine
22978,Fans of Nicaraguan cuisine
22979,Individuals open to trying unique twists on familiar dishes
22980,reasonably priced dining options
22982,baos
22983,Those looking for a variety of flavorful dishes
22984,Those looking for a trendy setting
22985,discounts on gas
22986,revamped pub
22987,smoker-friendly sections
22988,non-smoker sections
22989,good variety of food options
22996,quality teas
22997,trendy coffee drinks
22998,freshly brewed tea
22999,diverse neighborhoods
23001,home & garden supplies
23002,rare plants
23003,diverse plant selection
23005,hydroponics
23006,educational services
23007,local shopping experience
23010,punch card reward system
23011,Coffee cart
23013,Mobile coffee shop
23014,different coffee options
23015,"unique, speakeasy-style bars"
23016,skilled and entertaining bartenders
23018,provisions
23019,"Users who appreciate unique, speakeasy-style bars with great ambiance, live jazz music, skilled and entertaining bartenders, and a wide selection of cocktails and provisions"
23021,"casual, modern setting"
23023,trendy cocktails
23024,vibrant and fun ambiance
23025,consistent margaritas
23026,consistent tacos
23027,Sunday Fundays
23028,watching the game
23029,traditional Korean touches
23031,modern industrial decor
23032,beautiful city views
23033,good sides
23036,upscale ambient
23037,beautifully designed atmosphere
23039,lighter fare
23041,delicious beer
23042,those who appreciate a welcoming atmosphere
23043,those who appreciate excellent service
23044,bison burgers
23045,Rusty Lyon porkchop
23046,trendy concepts
23048,Spot for social gatherings
23050,taking photos
23051,seafood tacos
23052,laid-back venues
23054,customizable hot pots
23055,sizzling plates
23056,flavorful bubble tea
23057,Limited English may require extra attention to menu details
23058,unique varieties
23059,flavorful varieties
23063,Visitors wanting to avoid tourist traps
23064,"Individuals craving greasy, cheesy goodness"
23065,virtual golf games
23066,outings with friends
23067,outings with coworkers
23069,consistency issues
23070,perfect broth
23071,breakfasts
23072,"hearty, affordable breakfasts"
23073,Fans of affordable breakfasts
23075,attentive ownership
23076,fully developed flavors
23077,movie viewing experience
23079,customizable dessert options
23080,trendy area
23081,Asian noodle dishes
23082,cozy and cute bakery setting
23086,flavorful gyro plates
23087,Users who enjoy a lively bar scene
23088,flavorful Korean cuisine
23089,clean presentation
23091,Public space
23094,Countryside
23095,state-of-the-art sound and projection equipment
23096,clean and well-maintained theater
23097,Fans of immersive movie experiences
23098,Individuals seeking convenient and clean movie-going experience
23099,special dietary options
23100,gluten-sensitive individuals
23101,people seeking special dietary needs
23102,efficiently run establishments
23103,"Users who enjoy fresh and delicious poke bowls with a variety of toppings at a reasonable price, clean and efficiently run establishments, and are willing to try new flavors"
23104,Liege waffles
23105,Dutch-inspired treats
23106,Fans of sweet and savory breakfast options
23108,Fans of cafe atmosphere
23109,wide variety of fresh toppings
23111,fundraiser events
23113,traditional breakfast
23114,lunch items
23115,healthier twist
23116,spacious and open restaurant settings
23118,large drink selection
23119,"clean, inviting environment"
23120,quality teas from Taiwan
23122,owner involvement
23123,Latin American-inspired menu
23124,diverse vegan options
23125,packed environment
23126,energetic bartenders
23127,fun cocktails
23129,drinks and snacks
23130,Pan Asian food
23131,veg choices
23132,Fans of Pan Asian food
23133,made-from-scratch breakfast dishes
23137,trendy coffee shop
23141,Fans of Nepalese cuisine
23147,hand-pulled noodles
23148,individuals looking for late-night dining
23151,burritos with french fries
23153,People who enjoy chic and trendy bars
23154,Staycation seekers
23155,Out-of-town visitors
23156,comfortable place to relax
23157,shaved ice drinks
23158,quick-fired
23162,simple and juicy
23163,classic Guthrie's sauce
23164,Fans of fast food chicken
23165,Gastropub lovers
23167,Asian-inspired treats
23169,modern coffee shop
23170,cute coffee shop
23171,Bakery enthusiasts
23172,Those who enjoy cozy environments
23173,meads
23174,cider-style meads
23175,selection of meads
23176,Fans of meads
23177,Individuals who appreciate friendly staff
23178,Individuals who appreciate cozy ambience
23179,Mead enthusiasts
23181,Mediterranean breakfast
23182,flavorful vegan pizza
23183,innovative menu
23184,customizable build-your-own entrees
23187,Queen Village
23190,Steakburgers
23193,a cute date night
23195,revamped restaurant setting
23196,great happy hour options
23198,flavorful and crispy chicken dishes
23199,Asian fusion menu
23202,natural wines
23206,cozy and elegant atmosphere
23207,fruit smoothies
23209,Mexican treats
23210,market experiences
23211,wide array of fruits and veggies
23212,food stands
23215,Parisian atmosphere
23216,Fans of Parisian atmosphere
23217,Florida Strawberry Festival
23218,family-friendly festivals
23219,rides
23221,competitions
23226,teachers
23227,Families with children above 9 or 10 years old
23229,Florida history
23232,hip hop-inspired menu items
23233,Mexican-Asian fusion dishes
23234,carne asada tacos
23236,scenic and elegant setting
23237,artisanal ice cream flavors
23238,New Orleans twist
23240,house-made cones
23241,dark chocolate ganache
23242,Users who enjoy Irish pubs
23244,delicious and flavorful
23245,fresh and seasonal ingredients
23246,mini doughnuts
23247,upbeat music
23248,cozy and cute restaurant environment
23249,veggie-forward menu
23250,dinner with friends
23251,Coffee and Foods
23253,innovative plant-based options
23255,Climbing gym
23257,supportive gym community
23258,diverse climbing routes
23262,bakery creations
23264,intricate
23265,unique bakery creations
23267,German beer
23268,Oktoberfest vibe
23269,fun beer hall experience
23270,traditional German dishes
23272,Fans of German beer
23273,Fans of German food
23275,People seeking engaging owners
23277,flavorful menu
23278,trendy aesthetic
23280,vibrant and busy setting
23281,small but well-executed menu
23282,couples dinner
23283,showing guests around town
23284,French-inspired menus
23285,Fans of fun and photogenic spots
23286,photogenic spots
23287,individuals who enjoy unique and trendy dining experiences
23288,people who appreciate French-inspired menus
23289,people who appreciate creative cocktails
23290,mixed reviews on food quality
23291,Users who enjoy trendy atmospheres
23294,ice cream concoctions
23295,lavender flavors
23296,unique dessert combinations
23297,creative ice cream
23298,quirky dining experiences
23300,Fans of unique dessert combinations
23301,Fans of fun dining experiences
23302,People who appreciate lavender flavors
23303,People who enjoy creative ice cream
23307,homemade ice treats
23308,fine ice treats
23311,cozy and comfortable cafe
23312,cozy neighborhood location
23314,tasty pho
23316,relaxed nightlife
23317,expanding menu offerings
23318,improved service
23319,new location
23320,popularity among locals
23321,gourmet catering
23322,high-quality cheeses
23323,willingness to pay premium prices
23327,local artisan food
23328,artisan food
23329,vegan specialty items
23330,co-op grocery stores
23332,creative sushi burritos
23333,Salvadorian dishes
23334,fried bananas
23335,quintessential Santa Barbara experience
23339,Fans of authentic gelato
23341,popularity among the Asian community and non-Asians
23343,Fans of authentic Vietnamese food
23344,Vietnamese coffee enthusiasts
23346,Sopes
23347,reservation system
23348,"lively, kitschy atmosphere"
23350,Chinese cakes
23351,pineapple buns
23352,coconut buns
23353,egg custard tarts
23355,public-friendly atmosphere
23356,beautiful pool
23357,convenient location for events
23358,spacious ballrooms for weddings
23359,delicious arepas
23360,arepas with various fillings
23361,diverse exhibits and events
23363,anthropology exhibits
23364,exhibits about ancient civilizations
23365,Anthropology enthusiasts
23366,Families looking for a day out
23367,stellar
23370,outstanding pastrami
23372,competitively priced
23373,variety of polish choices
23375,Seekers of specialty coffee drinks
23376,People who enjoy pastries
23377,People who enjoy breakfast items
23380,gathering with friends
23381,crowded and lively atmosphere
23382,quintessential Nashville experience
23385,impressive architecture
23388,freshly cooked eggs
23390,Manhattan Bagel
23391,real eggs
23392,decent sandwiches
23393,inexpensive price
23394,those who prefer real eggs over microwaved ones
23395,budget-conscious customers
23397,colorful candy store
23400,candy-making process
23401,unique attractions
23403,gourmet offerings
23404,personalized drinks
23407,skincare services
23409,meat-centric menu
23410,limited healthy options
23411,Fans of BBQ chicken
23413,mom and pop feel
23415,interacting with chefs
23416,Taiwanese street food
23418,Fans of Taiwanese street food
23419,farm-to-table vibes
23420,bacon flatbread
23421,boar ribs
23422,fresh cheese
23424,mini-bowling
23426,Users who enjoy entertainment options
23430,occasional crowds and lines
23431,people who enjoy a wide range of products
23432,People seeking organic options
23434,People who appreciate helpful staff
23435,People who don't mind crowds and lines
23436,occasional loud music
23437,those who appreciate special offers on certain days
23438,friendly and attentive environment
23439,People who enjoy unique and eclectic brunch options
23440,affordable ramen
23441,flavorful ramen
23442,smaller portion options
23444,lean pork belly
23445,buffet offerings
23447,wide variety of side dishes
23448,Parents with young children
23449,individuals seeking cozy environment
23452,outside seating
23453,Users who enjoy large portioned breakfasts
23455,Users who prioritize good service
23457,Users okay with slower service
23458,different approach to the traditional hot chicken recipe
23459,Hot Chicken restaurant
23460,casual dive atmosphere
23461,Pizza & Deli
23462,comfortable hotel rooms
23463,vibrant city atmosphere
23464,BBQ with a modern twist
23465,youthful and fun dining experience
23466,French-style café
23468,nice meal
23470,small airports
23471,efficient airports
23472,quick security checks
23474,users who prefer small airports
23475,users who prefer efficient airports
23476,minimal delays
23477,limited crowds
23478,ample charging stations
23479,German-style beers
23480,local brewery atmosphere
23484,safe
23487,Chinese vegetarian cuisine
23488,vegan bubble tea
23489,friendly and positive customer service
23490,individuals seeking flavorful dishes
23491,Spicy Sesame Tofu
23492,General Tso's Tofu
23493,diner-style atmosphere
23495,diner coffee
23497,elegant and diverse menus
23498,intimate dining atmospheres
23499,"high-quality, beautifully presented dishes"
23500,half-priced sushi deals
23502,casual Irish pub setting
23503,blue-collar tradition
23504,low-priced drinks
23505,variety of flavorful wings
23506,Enjoying wings
23507,Wing lovers
23508,creatively prepared dishes
23509,extensive dietary options
23512,local dining options
23513,quality blends
23515,Individuals seeking a cozy environment
23516,peak hours
23517,Fans of hearty American breakfast
23518,Guests willing to wait during peak hours
23519,a unique location
23521,mee goreng
23523,fans of family-style Italian dining
23524,goat meat
23526,bird
23527,poultry
23529,diner-style comfort food
23530,multi-floor dining establishment
23534,no-nonsense setting
23535,self-serve water
23537,Main Street
23538,old west atmosphere
23539,reasonably priced steaks
23545,Cajun/Creole cuisine enthusiasts
23546,mixology
23547,luxurious movie experience
23548,table-service dining
23549,noisy distractions
23550,specialty sauces
23551,Fans of burger joints
23552,generous portions of meat and cheese
23553,multiple sandwich options
23554,scenic settings
23555,Users who appreciate historical venues
23556,Users who appreciate scenic settings
23557,Users who appreciate reasonable prices
23558,Users who appreciate good American cuisine
23561,comfort food sides
23562,corn pudding
23564,professional waxing
23571,buffalo
23572,elk
23574,self-serve style dining
23575,quick service restaurant
23577,satisfying bites
23578,good bands
23580,barbacoa on Sundays
23583,Two-for-Tuesdays deals
23584,nightlife vibe
23585,fun nightlife vibe
23586,high-quality tasting menus
23587,elevated buffet experiences
23588,event hosting
23590,Memorial
23592,premium food and drinks
23593,hip and cool
23595,Airport lounge
23596,delightful margaritas
23597,Cantina & Grill
23598,daily changing menus
23599,high-quality meals
23604,good salsa
23606,shopping center setting
23607,chicken kabobs
23608,cuisine with Cajun twist
23609,upscale sports bar experience
23610,sports bar snacks
23612,Late-night Mexican food cravings
23613,thin and crispy brick oven pizza
23614,charming dining atmosphere
23616,impressive cost-effective options
23618,lively atmosphere with music
23619,Mediterranean-inspired decor
23620,trendy twists
23624,Comic book enthusiasts
23625,Vinyl record collectors
23627,Fans of hard-to-find media
23630,live music in the lobby
23633,steakhouse cuisine
23634,Steakhouse & Italian Grill
23636,Fans of steakhouse cuisine
23637,top-quality
23640,wide selection of imported beers
23645,queso blanco
23646,island burrito
23647,untraditional tacos
23649,small setting
23650,Users who enjoy welcoming atmospheres
23651,Users who enjoy unique cafe settings
23652,"thin, crunchy crusts"
23653,house-brewed beer
23654,Sunday night quizzo
23658,relaxing salon experience
23659,freebies
23661,hair care
23665,People looking for a cozy spot for a date
23668,"fun, clean atmosphere"
23672,frittes
23675,trendy and fun dining experiences
23678,comfortable shopping environment
23680,dog-friendly outdoor dining
23681,Users who enjoy dog-friendly outdoor dining
23685,creative and lofty salon vibe
23686,spacious and airy salon environment
23690,booze selection
23691,award-winning ribs
23692,Aviation artifacts
23693,WWII history
23696,variety of exhibits
23703,potential wait
23704,child-friendly dining
23705,Longwood Gardens
23706,breathtaking conservatory
23708,vast property for leisurely strolls
23711,"hip, laid-back atmosphere"
23712,"Fans of intimate, cozy ambiance"
23713,Those who enjoy small portions
23714,Las Vegas
23716,Fans of late-night spots
23717,flight layouts
23718,Nintendo gaming console
23720,Vegan and vegetarian individuals
23721,fresh organic ingredients
23722,soulful atmosphere
23726,fair trade practices
23727,unique drink creations
23728,specialty syrups
23730,rice crispy treats
23731,people with dogs
23734,luxurious hotel amenities
23735,city location
23736,lively lobby bar
23737,lobby bar
23738,Music museum
23739,music memorabilia
23741,Fans of classic deli sandwiches
23744,food selection
23746,Health-conscious foodies
23747,New York City
23748,affordable transportation
23749,timely transportation
23750,efficient transportation
23751,convenient travel
23753,casual cafe
23754,Users who enjoy European food
23755,Users who enjoy French pastries
23756,Users who favor a casual cafe atmosphere
23757,Users who value high-quality food and baked goods
23758,Users who appreciate authentic flavors
23759,Users willing to pay more for quality food and service
23762,diner-style
23763,variety of curries
23764,authentic European dining experience
23766,lively sports-bar atmosphere
23770,hot wings
23771,smoke-filled environment
23773,People who enjoy hot wings
23774,Patrons sensitive to smoke
23775,Patrons who prefer non-smoking environments
23777,Those seeking vegetarian Mexican food
23778,regular customers
23779,variety and quality
23780,delicious or tasty
23781,simplicity
23784,Tacos restaurant
23786,Late-night fun
23787,claustrophobic people
23788,nightcaps
23789,Fans of lively sports bars
23790,casual meetings
23791,street views
23792,overlooking street views
23793,tiki cocktails
23795,classic tiki recipes
23796,Fans of tiki cocktails
23798,value-driven experience
23801,friendly local bar atmosphere
23803,wide selection of toys
23804,classic toys
23805,newer toys
23806,Toy enthusiasts
23807,variety of artists
23808,wells
23809,Long Island Iced Teas
23810,Vietnamese hoagies
23811,bubble drinks
23812,Vietnamese menu options
23813,diverse Vietnamese menu options
23815,oversized portions
23816,light eaters
23817,people with big appetites
23818,ample study space
23819,cool location
23820,special espresso drinks
23821,morning dates
23822,internet surfing
23823,old-fashioned ambiance
23824,Individuals who appreciate unique ambiance
23826,laid-back feel
23827,special discounted deals
23828,quick dinners
23831,Fans of fresh and high-quality ingredients
23832,Individuals looking for healthier dining options
23833,Those who appreciate quick delivery
23834,generous hospitality
23835,variety of tasty options
23836,authentic Japanese dishes
23837,interesting twists on traditional rolls
23838,hand-tossed pizza
23839,willing to endure wait times for quality food
23841,Individuals who appreciate creative food options
23842,Individuals who appreciate desserts
23845,Craft beer festival
23847,canned craft beer
23848,craft beer from different breweries
23849,Largest Canned Craft Beer Festival
23850,food truck fans
23851,those who enjoy trying a wide variety of beers
23852,fresh menu
23855,community engagement
23856,GiftAMeal
23858,fun music
23859,NYE parties
23860,Users who enjoy classy lounges
23861,clientele selection
23862,bouncer friendliness
23864,delicious tomato pies
23865,well-managed bakery
23867,buffet on Monday nights
23868,Fans of smokehouse cuisine
23869,People who enjoy hearty portions
23870,People seeking buffet options
23871,lively weekend atmosphere
23872,Fans of sports games
23873,People looking for a fun spot to watch games
23874,People who enjoy late-night food
23875,People who want to dance on weekends
23877,wide variety of salads
23878,wide variety of wraps
23879,higher quality ingredients
23880,rustic bakery ambiance
23881,Paris
23882,Fans of French culture
23884,"People who enjoy a variety of breakfast, lunch, and snack options"
23885,"People who value a good selection of baked goods, salads, sandwiches, and seasonal items"
23886,British pub experience
23887,UK beer
23891,thin-crust
23893,sci-fi themed taproom
23895,cream ales
23896,Imperial IPAs
23898,Users who enjoy delicious Chinese food and Asian fusion food
23899,improvements in restaurant management
23900,outdoor park experiences
23901,hammocks
23902,carnival games
23903,waterfront activities
23904,roller skating
23905,paddle boats
23906,Users who enjoy outdoor park experiences
23907,cozy hole-in-the-wall atmosphere
23909,food with lots of toppings
23911,sober pizza experience
23912,People seeking no day-after stomachaches
23913,Prices may be higher
23914,quality of service
23915,dollar taco nights
23916,Fans of authentic Mexican tacos
23917,Hearty BBQ enthusiasts
23918,Unique dining enthusiasts
23919,healthy sandwich
23920,crab rolls
23921,"cozy, small cafe"
23922,potential delays during busy times
23925,old-fashioned sweets
23928,sorbet
23930,Slurpee
23931,lemon chill
23933,down home cooking
23934,Fans of unique down home cooking
23935,knowledgeable and friendly
23939,Fans of consistent quality
23940,well-staffed
23944,local hometown
23946,Foodies looking for a unique dining experience
23947,Individuals who enjoy trying new and adventurous dishes
23948,locally roasted options
23949,coffee varieties
23950,individual cuppings
23951,non-pretentious
23952,BBQ cuisine
23953,Fans of BBQ cuisine
23954,wide variety of freshly-prepared meats
23955,well-stocked salad bar
23957,continuous flow of food
23958,slightly rapid meat service
23960,Stress-relieving dining
23961,Local supporters
23964,modern salon setting
23966,hearty sides
23969,cozy spa environments
23970,skilled aestheticians
23971,variety of treatments
23972,People seeking beauty treatments
23973,unique items at flea markets
23976,health-conscious meals
23977,pre-made options
23979,clean eating
23981,basement setting
23982,minor seating inconveniences
23983,Town & Country
23988,lively and spacious setting
23991,excellent lunch specials
23993,spicy kick
23994,Bar/Grill
23995,Cheese fry enthusiasts
23996,vinegar and cheese combination
23997,brisket sandwich
23998,specialty pickles
24001,"cozy, small mom-and-pop restaurant"
24002,business gatherings
24004,top-notch wine list
24005,duck lo mein
24009,Uzbek cuisine
24010,unique and immersive setting
24012,dedicated gluten-free
24013,Individuals with gluten or dairy intolerances
24014,People seeking tasty offerings
24015,barbecue shrimp
24017,scenic view by the lake
24018,"trendy, fast-casual"
24020,watching food preparation
24021,mango lassi
24022,High-end steakhouse lovers
24023,pizza with thick crust
24032,hipster taco joint
24034,Fans of taco joints
24035,cute and clean environment
24037,Cajun/Creole seafood dishes
24038,nice location
24040,chef's board
24042,local brass bands
24043,decent acoustics
24045,People seeking craft beer
24047,family style Italian food
24048,Users who enjoy family style Italian food
24049,creatively presented
24050,well-run restaurant
24052,Latin American cuisine enthusiasts
24053,Caribbean cuisine enthusiasts
24054,high-quality culinary experiences
24055,Those seeking original culinary experiences
24056,Sea Sea Riders Restaurant
24059,Food coop
24060,people interested in organic food
24061,Indian/Southern fusion
24062,warm and inclusive dining experience
24063,seminars on film and the arts
24064,intimate cinema experience
24065,affordable admission costs
24067,Serious movie-goers
24068,People seeking intimate cinema experience
24074,"Users who enjoy attentive service, delicious Italian cuisine, BYOB restaurants, cozy atmosphere, pasta, antipasti"
24079,Nostalgic night out with friends
24080,live Irish music
24082,well-run dining experience
24083,Diners who appreciate Southern flavors
24084,friendly and convenient coffee shop
24086,unique coffee flavors
24087,Fans of indulgent desserts
24089,artistic pastries
24090,music from the 80s
24091,well-cooked flavorful dishes
24093,trendy neighborhood
24095,Basic pizza
24096,simple yet flavorful pizza
24097,late night pizza
24098,pizza cravings
24100,Late night pizza lovers
24101,People who appreciate simple yet flavorful pizza
24102,pasta salad
24104,lighter sauces
24105,Hunan Two Flavors
24106,special new year dishes
24109,generously portioned dishes
24110,salmon curry
24111,shrimp pad Thai
24113,delicious rice dishes
24114,flavorful kebabs
24115,wide variety of vegetarian options
24121,24-hour
24122,large food variety
24123,lamb burgers
24125,unique flavor options
24126,regular updates
24127,bonus services
24128,car washing
24129,autobody work
24130,Autobody shop
24131,car repair
24133,Hawaiian specialties
24135,sushi wraps
24139,traditional Vietnamese drinks
24141,punk
24142,hardcore
24147,busy on weekends
24148,eclectic sandwich shop
24150,giving back to the community
24151,Fans of eclectic sandwich shops
24152,Cycling enthusiasts
24153,triathalons
24155,wide selection of gear
24157,bustling and charming setting
24158,outlet shopping
24159,variety in fashion
24160,Outlet shoppers
24162,locally sourced meals
24163,modern cozy ambiance
24164,salmon & eggs benedict
24165,smoked salmon benedict
24167,service may vary
24168,varied rolls
24169,unique specialty dishes
24171,recreational opportunities
24173,paddleboating
24175,Individuals seeking relaxing environment
24176,Walk
24177,Irish bar food
24179,Black and Tan beer
24180,gluttonous comfort food
24181,crabby logs
24182,Maryland crab soup
24183,"cozy, neighborhood BYOB charm"
24184,inventive pasta dishes
24187,wood-fired Roman-style pizzas
24188,Fans of thin-crust pizzas
24189,Roman-style pizza
24191,well-equipped salsa bar
24193,flaming sausage
24195,house sangria
24196,white wine
24197,red wine
24199,Wine cellar
24201,authentic Irish pub experience
24202,great drinks selection
24203,lingerie shows
24204,Athenian Greek salad
24205,American Asian cuisine
24207,popular titles
24208,obscure finds
24210,educational activities
24211,blue collar activities
24212,literacy and language development
24213,sensory activities
24215,lower carb options
24216,Individuals seeking lower carb options
24218,"fresh, local, and seasonal dishes"
24219,wide variety of nail colors
24220,personalized tools
24223,quick pampering sessions
24225,octopus appetizers
24228,West Coast beers
24231,charcoal-grilled dishes
24233,Those who enjoy gluten-free options
24236,opportunities for engaging conversations
24237,fresh and unique rolls
24238,hasty food
24239,dining area
24240,satisfying breakfast options
24241,non-traditional items
24243,upbeat and homey
24245,rustic and welcoming
24246,dining with lively atmosphere
24247,seafood feasts
24252,casual restaurant setting
24253,streamlined menu
24257,new books
24258,Haunted attraction
24259,scariness
24260,garlic shrimp
24261,kalua pork
24262,butterfish
24265,Fans of innovative sushi
24266,People who appreciate fresh cocktails
24267,convenient mall locations
24269,refreshing dishes
24271,oyster sliders
24272,mosaic artwork
24273,displays made from recycled materials
24274,appreciators of unique and unconventional art
24275,Visitors who enjoy exploring mosaic artwork
24276,Visitors who enjoy unique displays made from recycled materials
24279,fresh quality food
24280,unique concepts
24281,short rib sandwiches
24286,People looking for a fun night out
24287,wide selection of fresh fish
24288,service during busy times
24289,Italian seafood
24291,spacious and classy ambiance
24292,attention to service detail
24293,Fans of impeccable service
24294,Upscale Italian seafood dining
24297,prime rib dinner
24298,creative and delicious
24299,warm and homely
24303,imaginative desserts
24304,whimsical desserts
24305,creative creations
24308,those who appreciate creative creations
24309,those who appreciate personalized orders
24312,traditional cooking methods
24313,busy restaurant
24314,slightly spicy dishes
24316,meat sandwiches
24317,veggie sandwiches
24318,generous ingredients
24319,a selection
24321,live acoustic shows
24322,singer-songwriter music
24324,discovering new talent
24325,small and intimate theaters
24326,blend of old charm with modern amenities
24329,Dove Mountain
24330,serene mountain views
24331,exquisite spa experiences
24332,gourmet dining options
24333,a variety of activities
24334,relaxing getaway
24335,Trinidadian dishes
24339,non-pushy staff
24340,positive buying experiences
24341,various sauces
24344,avocado roll
24347,craft pizzas
24349,locally sourced and sustainable food options
24350,excellent beer and wine selection
24351,Users who appreciate a unique and low-key atmosphere
24353,fountain sodas
24354,casual and spacious environment
24355,art events
24357,Southern art
24358,diverse programs
24359,unique venue
24360,Cultural visitors
24361,yeast donuts
24362,"warm, fresh yeast donuts"
24363,"nostalgic, old-school atmosphere"
24366,taco deals
24367,innovative pizza
24368,pizza made from a brick oven
24369,breakfast and lunch spot
24371,changing specials
24372,diverse eaters
24373,willing to pay more for quality food
24374,vegan/vegetarian dishes
24378,freshly made foods
24379,live music and performances
24382,throwback ambiance
24383,fried pork tenders
24384,fresh desserts
24385,Fans of BBQ styles
24386,Fans of flavorful sauces
24387,Fans of tasty sides
