model,user_id,interaction_bin,precision@20,recall@20,ndcg@20
base,3383,50-59,0.0,0.0,0.0
base,3384,10-19,0.0,0.0,0.0
base,3385,0-9,0.05,0.3333333333333333,0.2960819109658652
base,3386,0-9,0.0,0.0,0.0
base,3387,10-19,0.0,0.0,0.0
base,3388,40-49,0.0,0.0,0.0
base,3389,10-19,0.0,0.0,0.0
base,3390,20-29,0.0,0.0,0.0
base,3391,30-39,0.05,0.1,0.06625422345438903
base,3392,40-49,0.1,0.16666666666666666,0.14975228843819108
base,3393,10-19,0.0,0.0,0.0
base,3394,10-19,0.0,0.0,0.0
base,3395,30-39,0.0,0.0,0.0
base,3396,30-39,0.0,0.0,0.0
base,3397,10-19,0.0,0.0,0.0
base,3398,50-59,0.0,0.0,0.0
base,3399,10-19,0.05,0.3333333333333333,0.1309019901681972
base,3400,20-29,0.05,0.125,0.07979453856244817
base,3401,10-19,0.0,0.0,0.0
base,3402,50-59,0.0,0.0,0.0
base,3403,10-19,0.0,0.0,0.0
base,3404,0-9,0.0,0.0,0.0
base,3405,0-9,0.0,0.0,0.0
base,3406,10-19,0.0,0.0,0.0
base,3407,0-9,0.05,0.3333333333333333,0.14126697285982898
base,3408,10-19,0.0,0.0,0.0
base,3409,60+,0.15,0.13636363636363635,0.21485679990851628
base,3410,10-19,0.05,0.25,0.13012668333070054
base,3411,0-9,0.0,0.0,0.0
base,3412,60+,0.1,0.08695652173913043,0.08140965213386828
base,3413,10-19,0.05,0.3333333333333333,0.15642624200758548
base,3414,20-29,0.0,0.0,0.0
base,3415,10-19,0.0,0.0,0.0
base,3416,10-19,0.0,0.0,0.0
base,3417,40-49,0.1,0.14285714285714285,0.0949660740437297
base,3418,40-49,0.0,0.0,0.0
base,3419,0-9,0.0,0.0,0.0
base,3420,60+,0.0,0.0,0.0
base,3421,0-9,0.0,0.0,0.0
base,3422,10-19,0.0,0.0,0.0
base,3423,10-19,0.0,0.0,0.0
base,3424,0-9,0.0,0.0,0.0
base,3425,10-19,0.0,0.0,0.0
base,3426,30-39,0.05,0.09090909090909091,0.1036806144573329
base,3427,10-19,0.0,0.0,0.0
base,3428,60+,0.0,0.0,0.0
base,3429,0-9,0.0,0.0,0.0
base,3430,50-59,0.0,0.0,0.0
base,3431,10-19,0.05,0.25,0.15101961822780524
base,3432,10-19,0.0,0.0,0.0
base,3433,30-39,0.25,0.5,0.26438526402478285
base,3434,0-9,0.0,0.0,0.0
base,3435,10-19,0.0,0.0,0.0
base,3436,0-9,0.0,0.0,0.0
base,3437,60+,0.15,0.125,0.129021616434766
base,3438,10-19,0.0,0.0,0.0
base,3439,10-19,0.0,0.0,0.0
base,3440,50-59,0.2,0.25,0.1996483869137564
base,3441,40-49,0.0,0.0,0.0
base,3442,0-9,0.1,0.6666666666666666,0.6049306994552042
base,3443,20-29,0.05,0.14285714285714285,0.10633668103022985
base,3444,10-19,0.0,0.0,0.0
base,3445,0-9,0.0,0.0,0.0
base,3446,20-29,0.0,0.0,0.0
base,3447,60+,0.05,0.045454545454545456,0.08961728720334347
base,3448,40-49,0.0,0.0,0.0
base,3449,0-9,0.0,0.0,0.0
base,3450,20-29,0.05,0.125,0.0843142342558857
base,3451,0-9,0.0,0.0,0.0
base,3452,10-19,0.0,0.0,0.0
base,3453,0-9,0.0,0.0,0.0
base,3454,50-59,0.05,0.06666666666666667,0.04366879852493834
base,3455,0-9,0.0,0.0,0.0
base,3456,10-19,0.05,0.25,0.09361800268759637
base,3457,10-19,0.0,0.0,0.0
base,3458,10-19,0.0,0.0,0.0
base,3459,10-19,0.1,0.5,0.35914753008966527
base,3460,10-19,0.0,0.0,0.0
base,3461,0-9,0.0,0.0,0.0
base,3462,60+,0.05,0.038461538461538464,0.039621067055815605
base,3463,10-19,0.0,0.0,0.0
base,3464,60+,0.1,0.10526315789473684,0.06987477405371775
base,3465,0-9,0.0,0.0,0.0
base,3466,0-9,0.0,0.0,0.0
base,3467,0-9,0.0,0.0,0.0
base,3468,10-19,0.0,0.0,0.0
base,3469,10-19,0.0,0.0,0.0
base,3470,10-19,0.05,0.25,0.19519002499605084
base,3471,20-29,0.15,0.375,0.2912313461669868
base,3472,30-39,0.0,0.0,0.0
base,3473,0-9,0.0,0.0,0.0
base,3474,40-49,0.0,0.0,0.0
base,3475,0-9,0.0,0.0,0.0
base,3476,10-19,0.0,0.0,0.0
base,3477,0-9,0.0,0.0,0.0
base,3478,0-9,0.0,0.0,0.0
base,3479,0-9,0.0,0.0,0.0
base,3480,10-19,0.0,0.0,0.0
base,3481,10-19,0.0,0.0,0.0
base,3482,10-19,0.0,0.0,0.0
base,3483,0-9,0.05,0.3333333333333333,0.20210734650054757
base,3484,10-19,0.05,0.2,0.10209739512291163
base,3485,10-19,0.0,0.0,0.0
base,3486,0-9,0.0,0.0,0.0
base,3487,40-49,0.0,0.0,0.0
base,3488,10-19,0.1,0.3333333333333333,0.2621561715228125
base,3489,0-9,0.0,0.0,0.0
base,3490,0-9,0.0,0.0,0.0
base,3491,0-9,0.0,0.0,0.0
base,3492,0-9,0.0,0.0,0.0
base,3493,10-19,0.05,0.2,0.09803928583135704
base,3494,50-59,0.05,0.06666666666666667,0.04173963774222741
base,3495,40-49,0.1,0.14285714285714285,0.08875914460841225
base,3496,20-29,0.0,0.0,0.0
base,3497,10-19,0.0,0.0,0.0
base,3498,0-9,0.0,0.0,0.0
base,3499,10-19,0.05,0.2,0.14606834984270645
base,3500,10-19,0.0,0.0,0.0
base,3501,10-19,0.0,0.0,0.0
base,3502,20-29,0.0,0.0,0.0
base,3503,10-19,0.0,0.0,0.0
base,3504,20-29,0.0,0.0,0.0
base,3505,10-19,0.0,0.0,0.0
base,3506,10-19,0.0,0.0,0.0
base,3507,20-29,0.05,0.16666666666666666,0.30260241349881345
base,3508,10-19,0.05,0.25,0.16812753627111746
base,3509,30-39,0.0,0.0,0.0
base,3510,10-19,0.0,0.0,0.0
base,3511,0-9,0.0,0.0,0.0
base,3512,10-19,0.0,0.0,0.0
base,3513,0-9,0.0,0.0,0.0
base,3514,0-9,0.0,0.0,0.0
base,3515,40-49,0.0,0.0,0.0
base,3516,0-9,0.0,0.0,0.0
base,3517,10-19,0.0,0.0,0.0
base,3518,60+,0.2,0.13793103448275862,0.20033984764349871
base,3519,20-29,0.05,0.125,0.06835476917178976
base,3520,0-9,0.0,0.0,0.0
base,3521,10-19,0.0,0.0,0.0
base,3522,10-19,0.05,0.2,0.09803928583135704
base,3523,30-39,0.0,0.0,0.0
base,3524,10-19,0.05,0.25,0.09032543842038994
base,3525,0-9,0.0,0.0,0.0
base,3526,10-19,0.05,0.2,0.10209739512291163
base,3527,10-19,0.05,0.3333333333333333,0.15642624200758548
base,3528,50-59,0.05,0.0625,0.1637733768567814
base,3529,10-19,0.0,0.0,0.0
base,3530,0-9,0.0,0.0,0.0
base,3531,30-39,0.05,0.1,0.13886244387355454
base,3532,20-29,0.0,0.0,0.0
base,3533,0-9,0.05,0.3333333333333333,0.23463936301137822
base,3534,40-49,0.05,0.07692307692307693,0.042512356679180144
base,3535,20-29,0.0,0.0,0.0
base,3536,10-19,0.05,0.3333333333333333,0.1480409554829326
base,3537,10-19,0.0,0.0,0.0
base,3538,0-9,0.0,0.0,0.0
base,3539,10-19,0.0,0.0,0.0
base,3540,0-9,0.0,0.0,0.0
base,3541,10-19,0.0,0.0,0.0
base,3542,50-59,0.1,0.14285714285714285,0.22180954425902355
base,3543,0-9,0.0,0.0,0.0
base,3544,10-19,0.0,0.0,0.0
base,3545,10-19,0.0,0.0,0.0
base,3546,10-19,0.0,0.0,0.0
base,3547,60+,0.15,0.14285714285714285,0.13176061456482763
base,3548,10-19,0.0,0.0,0.0
base,3549,60+,0.2,0.18181818181818182,0.17569233848508053
base,3550,0-9,0.0,0.0,0.0
base,3551,20-29,0.05,0.14285714285714285,0.07219614103266732
base,3552,10-19,0.0,0.0,0.0
base,3553,10-19,0.0,0.0,0.0
base,3554,10-19,0.0,0.0,0.0
base,3555,60+,0.1,0.08333333333333333,0.08696774693370136
base,3556,20-29,0.0,0.0,0.0
base,3557,10-19,0.05,0.25,0.16812753627111746
base,3558,50-59,0.2,0.25,0.20218861230555812
base,3559,10-19,0.0,0.0,0.0
base,3560,30-39,0.05,0.09090909090909091,0.04972780777662495
base,3561,10-19,0.0,0.0,0.0
base,3562,0-9,0.0,0.0,0.0
base,3563,10-19,0.0,0.0,0.0
base,3564,10-19,0.0,0.0,0.0
base,3565,0-9,0.05,0.3333333333333333,0.1309019901681972
base,3566,30-39,0.05,0.1,0.05278074934727935
base,3567,0-9,0.05,0.3333333333333333,0.11731968150568911
base,3568,10-19,0.0,0.0,0.0
base,3569,20-29,0.0,0.0,0.0
base,3570,10-19,0.05,0.3333333333333333,0.18154179253735267
base,3571,10-19,0.0,0.0,0.0
base,3572,0-9,0.0,0.0,0.0
base,3573,0-9,0.05,0.5,0.18457569677956817
base,3574,10-19,0.05,0.2,0.08479005131840403
base,3575,10-19,0.0,0.0,0.0
base,3576,10-19,0.05,0.3333333333333333,0.20210734650054757
base,3577,10-19,0.05,0.16666666666666666,0.09109240322345806
base,3578,10-19,0.0,0.0,0.0
base,3579,0-9,0.1,0.6666666666666666,0.25662182858396615
base,3580,10-19,0.05,0.16666666666666666,0.0874717141014082
base,3581,0-9,0.0,0.0,0.0
base,3582,20-29,0.05,0.16666666666666666,0.07745351606183934
base,3583,10-19,0.0,0.0,0.0
base,3584,60+,0.15,0.13043478260869565,0.13303961327498504
base,3585,10-19,0.0,0.0,0.0
base,3586,10-19,0.0,0.0,0.0
base,3587,30-39,0.0,0.0,0.0
base,3588,10-19,0.0,0.0,0.0
base,3589,0-9,0.0,0.0,0.0
base,3590,10-19,0.0,0.0,0.0
base,3591,0-9,0.0,0.0,0.0
base,3592,10-19,0.0,0.0,0.0
base,3593,40-49,0.05,0.08333333333333333,0.07596161868673496
base,3594,10-19,0.05,0.25,0.13905617951077562
base,3595,60+,0.2,0.08888888888888889,0.16268870775957486
base,3596,10-19,0.0,0.0,0.0
base,3597,30-39,0.1,0.2222222222222222,0.20705861792377042
base,3598,0-9,0.05,0.3333333333333333,0.20210734650054757
base,3599,60+,0.05,0.05,0.036356287988538835
base,3600,10-19,0.0,0.0,0.0
base,3601,10-19,0.0,0.0,0.0
base,3602,10-19,0.05,0.2,0.07721668828275381
base,3603,10-19,0.0,0.0,0.0
base,3604,10-19,0.15,0.75,0.4215998908207102
base,3605,10-19,0.0,0.0,0.0
base,3606,60+,0.15,0.1111111111111111,0.1210149432191384
base,3607,20-29,0.0,0.0,0.0
base,3608,40-49,0.1,0.16666666666666666,0.10819911251207069
base,3609,10-19,0.0,0.0,0.0
base,3610,10-19,0.0,0.0,0.0
base,3611,10-19,0.0,0.0,0.0
base,3612,20-29,0.05,0.16666666666666666,0.06889356673757306
base,3613,20-29,0.0,0.0,0.0
base,3614,10-19,0.05,0.25,0.3903800499921017
base,3615,60+,0.2,0.2222222222222222,0.3215723973127181
base,3616,20-29,0.05,0.14285714285714285,0.07219614103266732
base,3617,10-19,0.0,0.0,0.0
base,3618,60+,0.2,0.18181818181818182,0.314036706407848
base,3619,0-9,0.0,0.0,0.0
base,3620,50-59,0.1,0.13333333333333333,0.10484329818665158
base,3621,10-19,0.0,0.0,0.0
base,3622,30-39,0.05,0.1111111111111111,0.23504554941448536
base,3623,10-19,0.0,0.0,0.0
base,3624,10-19,0.05,0.3333333333333333,0.11047239495909743
base,3625,20-29,0.0,0.0,0.0
base,3626,50-59,0.0,0.0,0.0
base,3627,0-9,0.0,0.0,0.0
base,3628,20-29,0.1,0.25,0.3114681333658377
base,3629,10-19,0.0,0.0,0.0
base,3630,0-9,0.0,0.0,0.0
base,3631,10-19,0.05,0.3333333333333333,0.12681701683239352
base,3632,10-19,0.0,0.0,0.0
base,3633,0-9,0.0,0.0,0.0
base,3634,60+,0.2,0.14814814814814814,0.18853842062873602
base,3635,10-19,0.0,0.0,0.0
base,3636,10-19,0.05,0.25,0.11751610475642714
base,3637,0-9,0.0,0.0,0.0
base,3638,60+,0.1,0.1,0.0921553234795575
base,3639,10-19,0.0,0.0,0.0
base,3640,20-29,0.05,0.14285714285714285,0.08671382849411972
base,3641,10-19,0.0,0.0,0.0
base,3642,0-9,0.0,0.0,0.0
base,3643,20-29,0.15,0.375,0.37834423080924445
base,3644,10-19,0.0,0.0,0.0
base,3645,30-39,0.0,0.0,0.0
base,3646,40-49,0.0,0.0,0.0
base,3647,10-19,0.0,0.0,0.0
base,3648,50-59,0.05,0.0625,0.0818866884283907
base,3649,10-19,0.15,0.6,0.37723985110134445
base,3650,30-39,0.0,0.0,0.0
base,3651,0-9,0.0,0.0,0.0
base,3652,10-19,0.0,0.0,0.0
base,3653,20-29,0.0,0.0,0.0
base,3654,10-19,0.0,0.0,0.0
base,3655,0-9,0.0,0.0,0.0
base,3656,0-9,0.0,0.0,0.0
base,3657,20-29,0.0,0.0,0.0
base,3658,10-19,0.0,0.0,0.0
base,3659,0-9,0.0,0.0,0.0
base,3660,20-29,0.05,0.14285714285714285,0.09162544430476362
base,3661,0-9,0.0,0.0,0.0
base,3662,10-19,0.0,0.0,0.0
base,3663,10-19,0.0,0.0,0.0
base,3664,10-19,0.05,0.2,0.10209739512291163
base,3665,20-29,0.0,0.0,0.0
base,3666,20-29,0.05,0.125,0.09785159463516042
base,3667,40-49,0.0,0.0,0.0
base,3668,20-29,0.0,0.0,0.0
base,3669,0-9,0.0,0.0,0.0
base,3670,0-9,0.0,0.0,0.0
base,3671,10-19,0.0,0.0,0.0
base,3672,10-19,0.0,0.0,0.0
base,3673,40-49,0.1,0.14285714285714285,0.15699075407251017
base,3674,10-19,0.0,0.0,0.0
base,3675,10-19,0.0,0.0,0.0
base,3676,0-9,0.0,0.0,0.0
base,3677,0-9,0.05,0.5,0.1532867981913646
base,3678,30-39,0.0,0.0,0.0
base,3679,20-29,0.0,0.0,0.0
base,3680,50-59,0.1,0.11764705882352941,0.11734521266580333
base,3681,10-19,0.0,0.0,0.0
base,3682,20-29,0.05,0.125,0.06835476917178976
base,3683,50-59,0.1,0.13333333333333333,0.08439194231187859
base,3684,10-19,0.0,0.0,0.0
base,3685,20-29,0.0,0.0,0.0
base,3686,10-19,0.0,0.0,0.0
base,3687,0-9,0.0,0.0,0.0
base,3688,0-9,0.0,0.0,0.0
base,3689,20-29,0.0,0.0,0.0
base,3690,10-19,0.0,0.0,0.0
base,3691,60+,0.0,0.0,0.0
base,3692,10-19,0.05,0.25,0.09550669086270785
base,3693,10-19,0.05,0.25,0.3903800499921017
base,3694,40-49,0.05,0.08333333333333333,0.19635793579928928
base,3695,10-19,0.0,0.0,0.0
base,3696,20-29,0.05,0.1111111111111111,0.09092803061897883
base,3697,10-19,0.0,0.0,0.0
base,3698,30-39,0.0,0.0,0.0
base,3699,20-29,0.0,0.0,0.0
base,3700,10-19,0.0,0.0,0.0
base,3701,20-29,0.0,0.0,0.0
base,3702,10-19,0.05,0.2,0.09460634670666435
base,3703,30-39,0.05,0.09090909090909091,0.06912040963822193
base,3704,0-9,0.0,0.0,0.0
base,3705,0-9,0.05,0.3333333333333333,0.13565197343244778
base,3706,10-19,0.0,0.0,0.0
base,3707,20-29,0.0,0.0,0.0
base,3708,20-29,0.0,0.0,0.0
base,3709,20-29,0.05,0.14285714285714285,0.06724864386295124
base,3710,10-19,0.05,0.2,0.08479005131840403
base,3711,0-9,0.0,0.0,0.0
base,3712,20-29,0.0,0.0,0.0
base,3713,10-19,0.05,0.3333333333333333,0.46927872602275644
base,3714,30-39,0.1,0.18181818181818182,0.18055817683602965
base,3715,10-19,0.05,0.16666666666666666,0.09546043308946733
base,3716,20-29,0.0,0.0,0.0
base,3717,10-19,0.1,0.4,0.25255583072192705
base,3718,20-29,0.0,0.0,0.0
base,3719,50-59,0.05,0.058823529411764705,0.0455520698635181
base,3720,10-19,0.0,0.0,0.0
base,3721,60+,0.05,0.04,0.04275831251503158
base,3722,10-19,0.05,0.25,0.11751610475642714
base,3723,40-49,0.1,0.18181818181818182,0.19325231890046435
base,3724,10-19,0.0,0.0,0.0
base,3725,10-19,0.05,0.3333333333333333,0.15642624200758548
base,3726,10-19,0.05,0.3333333333333333,0.16716045496620227
base,3727,10-19,0.05,0.25,0.11284514134893527
base,3728,20-29,0.0,0.0,0.0
base,3729,20-29,0.0,0.0,0.0
base,3730,10-19,0.0,0.0,0.0
base,3731,30-39,0.0,0.0,0.0
base,3732,10-19,0.0,0.0,0.0
base,3733,20-29,0.0,0.0,0.0
base,3734,10-19,0.0,0.0,0.0
base,3735,50-59,0.0,0.0,0.0
base,3736,0-9,0.0,0.0,0.0
base,3737,0-9,0.05,0.3333333333333333,0.2960819109658652
base,3738,0-9,0.0,0.0,0.0
base,3739,10-19,0.05,0.25,0.13905617951077562
base,3740,10-19,0.0,0.0,0.0
base,3741,10-19,0.0,0.0,0.0
base,3742,20-29,0.0,0.0,0.0
base,3743,40-49,0.05,0.08333333333333333,0.04803907544251195
base,3744,0-9,0.0,0.0,0.0
base,3745,10-19,0.1,0.6666666666666666,0.25415782936092074
base,3746,30-39,0.1,0.2,0.2051166673279436
base,3747,0-9,0.05,0.3333333333333333,0.11480929472601784
base,3748,20-29,0.0,0.0,0.0
base,3749,10-19,0.05,0.25,0.13905617951077562
base,3750,0-9,0.05,0.3333333333333333,0.46927872602275644
base,3751,30-39,0.0,0.0,0.0
base,3752,0-9,0.0,0.0,0.0
base,3753,10-19,0.05,0.3333333333333333,0.10684080426179023
base,3754,0-9,0.0,0.0,0.0
base,3755,40-49,0.15,0.25,0.1525409272684318
base,3756,30-39,0.0,0.0,0.0
base,3757,10-19,0.0,0.0,0.0
base,3758,0-9,0.0,0.0,0.0
base,3759,60+,0.0,0.0,0.0
base,3760,10-19,0.0,0.0,0.0
base,3761,0-9,0.05,0.3333333333333333,0.10684080426179023
base,3762,10-19,0.05,0.2,0.3391602052736161
base,3763,10-19,0.05,0.25,0.10253313861822189
base,3764,30-39,0.0,0.0,0.0
base,3765,10-19,0.0,0.0,0.0
base,3766,0-9,0.0,0.0,0.0
base,3767,0-9,0.0,0.0,0.0
base,3768,10-19,0.05,0.3333333333333333,0.14126697285982898
base,3769,10-19,0.05,0.2,0.09803928583135704
base,3770,0-9,0.05,0.3333333333333333,0.12011565579805131
base,3771,0-9,0.0,0.0,0.0
base,3772,10-19,0.0,0.0,0.0
base,3773,10-19,0.05,0.2,0.3391602052736161
base,3774,10-19,0.0,0.0,0.0
base,3775,0-9,0.0,0.0,0.0
base,3776,0-9,0.05,0.3333333333333333,0.12681701683239352
base,3777,20-29,0.0,0.0,0.0
base,3778,0-9,0.0,0.0,0.0
base,3779,60+,0.1,0.08333333333333333,0.10598195897970358
base,3780,10-19,0.0,0.0,0.0
base,3781,0-9,0.0,0.0,0.0
base,3782,0-9,0.0,0.0,0.0
base,3783,20-29,0.0,0.0,0.0
base,3784,60+,0.05,0.03125,0.04105877938688906
base,3785,10-19,0.0,0.0,0.0
base,3786,0-9,0.0,0.0,0.0
base,3787,20-29,0.0,0.0,0.0
base,3788,30-39,0.0,0.0,0.0
base,3789,0-9,0.0,0.0,0.0
base,3790,0-9,0.0,0.0,0.0
base,3791,10-19,0.05,0.25,0.10253313861822189
base,3792,30-39,0.0,0.0,0.0
base,3793,10-19,0.0,0.0,0.0
base,3794,10-19,0.0,0.0,0.0
base,3795,40-49,0.1,0.14285714285714285,0.10395600728021329
base,3796,40-49,0.0,0.0,0.0
base,3797,20-29,0.0,0.0,0.0
base,3798,0-9,0.0,0.0,0.0
base,3799,10-19,0.0,0.0,0.0
base,3800,10-19,0.0,0.0,0.0
base,3801,0-9,0.0,0.0,0.0
base,3802,20-29,0.05,0.16666666666666666,0.09109240322345806
base,3803,50-59,0.3,0.4,0.2598836145331153
base,3804,0-9,0.0,0.0,0.0
base,3805,0-9,0.0,0.0,0.0
base,3806,30-39,0.0,0.0,0.0
base,3807,0-9,0.0,0.0,0.0
base,3808,40-49,0.1,0.14285714285714285,0.09271179663272774
base,3809,40-49,0.0,0.0,0.0
base,3810,40-49,0.1,0.16666666666666666,0.1754613845841921
base,3811,40-49,0.0,0.0,0.0
base,3812,10-19,0.0,0.0,0.0
base,3813,30-39,0.05,0.1111111111111111,0.07075576072108061
base,3814,0-9,0.05,0.3333333333333333,0.10684080426179023
base,3815,10-19,0.0,0.0,0.0
base,3816,0-9,0.0,0.0,0.0
base,3817,10-19,0.05,0.3333333333333333,0.1480409554829326
base,3818,10-19,0.0,0.0,0.0
base,3819,20-29,0.05,0.16666666666666666,0.07947838320659593
base,3820,0-9,0.0,0.0,0.0
base,3821,10-19,0.0,0.0,0.0
base,3822,10-19,0.0,0.0,0.0
base,3823,10-19,0.15,0.5,0.27939030170529944
base,3824,30-39,0.1,0.18181818181818182,0.11067187468955621
base,3825,40-49,0.05,0.07142857142857142,0.0536466452928127
base,3826,0-9,0.0,0.0,0.0
base,3827,0-9,0.0,0.0,0.0
base,3828,10-19,0.0,0.0,0.0
base,3829,20-29,0.0,0.0,0.0
base,3830,0-9,0.0,0.0,0.0
base,3831,10-19,0.05,0.3333333333333333,0.18154179253735267
base,3832,0-9,0.0,0.0,0.0
base,3833,10-19,0.05,0.2,0.08133484538841967
base,3834,20-29,0.0,0.0,0.0
base,3835,10-19,0.0,0.0,0.0
base,3836,20-29,0.0,0.0,0.0
base,3837,20-29,0.0,0.0,0.0
base,3838,0-9,0.05,0.3333333333333333,0.10858087310103355
base,3839,10-19,0.0,0.0,0.0
base,3840,10-19,0.0,0.0,0.0
base,3841,10-19,0.0,0.0,0.0
base,3842,0-9,0.05,0.3333333333333333,0.16716045496620227
base,3843,20-29,0.0,0.0,0.0
base,3844,10-19,0.0,0.0,0.0
base,3845,10-19,0.0,0.0,0.0
base,3846,0-9,0.05,0.5,0.1710330840677181
base,3847,10-19,0.1,0.3333333333333333,0.3782530168735168
base,3848,20-29,0.0,0.0,0.0
base,3849,10-19,0.0,0.0,0.0
base,3850,10-19,0.0,0.0,0.0
base,3851,10-19,0.1,0.5,0.22173890241716745
base,3852,30-39,0.1,0.2222222222222222,0.17537722349737472
base,3853,0-9,0.0,0.0,0.0
base,3854,10-19,0.05,0.2,0.16958010263680806
base,3855,0-9,0.05,0.3333333333333333,0.12325583919272352
base,3856,20-29,0.0,0.0,0.0
base,3857,20-29,0.05,0.14285714285714285,0.17342765698823945
base,3858,0-9,0.0,0.0,0.0
base,3859,50-59,0.05,0.0625,0.04301500128290471
base,3860,10-19,0.0,0.0,0.0
base,3861,10-19,0.0,0.0,0.0
base,3862,20-29,0.0,0.0,0.0
base,3863,10-19,0.05,0.25,0.19519002499605084
base,3864,10-19,0.05,0.25,0.10253313861822189
base,3865,10-19,0.0,0.0,0.0
base,3866,0-9,0.0,0.0,0.0
base,3867,10-19,0.05,0.25,0.10889376106823218
base,3868,20-29,0.0,0.0,0.0
base,3869,0-9,0.0,0.0,0.0
base,3870,0-9,0.05,0.3333333333333333,0.23463936301137822
base,3871,10-19,0.05,0.25,0.10889376106823218
base,3872,20-29,0.05,0.14285714285714285,0.0647083388415595
base,3873,10-19,0.0,0.0,0.0
base,3874,0-9,0.05,0.3333333333333333,0.14126697285982898
base,3875,10-19,0.0,0.0,0.0
base,3876,10-19,0.05,0.25,0.09361800268759637
base,3877,30-39,0.0,0.0,0.0
base,3878,0-9,0.0,0.0,0.0
base,3879,10-19,0.0,0.0,0.0
base,3880,0-9,0.0,0.0,0.0
base,3881,0-9,0.0,0.0,0.0
base,3882,30-39,0.05,0.09090909090909091,0.1036806144573329
base,3883,10-19,0.0,0.0,0.0
base,3884,10-19,0.0,0.0,0.0
base,3885,10-19,0.1,0.4,0.4599715079731103
base,3886,50-59,0.1,0.125,0.16166675019515067
base,3887,0-9,0.05,0.3333333333333333,0.13565197343244778
base,3888,10-19,0.0,0.0,0.0
base,3889,0-9,0.05,0.3333333333333333,0.14126697285982898
base,3890,0-9,0.0,0.0,0.0
base,3891,0-9,0.0,0.0,0.0
base,3892,0-9,0.0,0.0,0.0
base,3893,20-29,0.0,0.0,0.0
base,3894,60+,0.0,0.0,0.0
base,3895,30-39,0.0,0.0,0.0
base,3896,0-9,0.1,0.6666666666666666,0.59609574285515
base,3897,20-29,0.0,0.0,0.0
base,3898,20-29,0.1,0.3333333333333333,0.16435399982704038
base,3899,0-9,0.0,0.0,0.0
base,3900,30-39,0.05,0.09090909090909091,0.2073612289146658
base,3901,60+,0.0,0.0,0.0
base,3902,0-9,0.0,0.0,0.0
base,3903,0-9,0.0,0.0,0.0
base,3904,10-19,0.05,0.25,0.08887792306803073
base,3905,10-19,0.0,0.0,0.0
base,3906,10-19,0.05,0.2,0.07847428227110642
base,3907,10-19,0.0,0.0,0.0
base,3908,10-19,0.0,0.0,0.0
base,3909,0-9,0.0,0.0,0.0
base,3910,10-19,0.05,0.3333333333333333,0.10684080426179023
base,3911,0-9,0.0,0.0,0.0
base,3912,10-19,0.0,0.0,0.0
base,3913,30-39,0.0,0.0,0.0
base,3914,0-9,0.0,0.0,0.0
base,3915,30-39,0.0,0.0,0.0
base,3916,20-29,0.0,0.0,0.0
base,3917,10-19,0.05,0.25,0.19519002499605084
base,3918,10-19,0.0,0.0,0.0
base,3919,0-9,0.0,0.0,0.0
base,3920,10-19,0.0,0.0,0.0
base,3921,10-19,0.0,0.0,0.0
base,3922,10-19,0.0,0.0,0.0
base,3923,40-49,0.0,0.0,0.0
base,3924,40-49,0.05,0.07142857142857142,0.049710505523782283
base,3925,20-29,0.05,0.16666666666666666,0.09546043308946733
base,3926,30-39,0.0,0.0,0.0
base,3927,0-9,0.0,0.0,0.0
base,3928,10-19,0.0,0.0,0.0
base,3929,30-39,0.05,0.1111111111111111,0.05750402108673013
base,3930,0-9,0.0,0.0,0.0
base,3931,20-29,0.05,0.14285714285714285,0.06591877139737895
base,3932,30-39,0.05,0.1111111111111111,0.1482972305701491
base,3933,0-9,0.0,0.0,0.0
base,3934,10-19,0.1,0.5,0.24463762091540162
base,3935,20-29,0.0,0.0,0.0
base,3936,10-19,0.0,0.0,0.0
base,3937,10-19,0.0,0.0,0.0
base,3938,10-19,0.0,0.0,0.0
base,3939,10-19,0.05,0.3333333333333333,0.46927872602275644
base,3940,10-19,0.0,0.0,0.0
base,3941,20-29,0.0,0.0,0.0
base,3942,0-9,0.0,0.0,0.0
base,3943,0-9,0.05,0.3333333333333333,0.1309019901681972
base,3944,10-19,0.0,0.0,0.0
base,3945,20-29,0.05,0.125,0.06474271459046577
base,3946,0-9,0.05,0.3333333333333333,0.46927872602275644
base,3947,10-19,0.0,0.0,0.0
base,3948,20-29,0.05,0.16666666666666666,0.08440880858250024
base,3949,20-29,0.05,0.125,0.07055658259096848
base,3950,10-19,0.0,0.0,0.0
base,3951,10-19,0.0,0.0,0.0
base,3952,10-19,0.0,0.0,0.0
base,3953,10-19,0.0,0.0,0.0
base,3954,10-19,0.0,0.0,0.0
base,3955,10-19,0.1,0.4,0.26761938846816513
base,3956,0-9,0.0,0.0,0.0
base,3957,20-29,0.0,0.0,0.0
base,3958,0-9,0.0,0.0,0.0
base,3959,20-29,0.1,0.25,0.23573241784227986
base,3960,60+,0.1,0.08695652173913043,0.08838607945669938
base,3961,10-19,0.0,0.0,0.0
base,3962,10-19,0.0,0.0,0.0
base,3963,0-9,0.05,0.3333333333333333,0.1125388887954676
base,3964,10-19,0.0,0.0,0.0
base,3965,0-9,0.0,0.0,0.0
base,3966,20-29,0.0,0.0,0.0
base,3967,0-9,0.0,0.0,0.0
base,3968,10-19,0.0,0.0,0.0
base,3969,0-9,0.05,0.3333333333333333,0.12681701683239352
base,3970,10-19,0.1,0.3333333333333333,0.22253651209328454
