user_id,n_hits,n_test_items,hit_items,hit_ranks
6475,2,3,8466;3080,5;14
6487,2,26,159;5755,19;20
6493,2,20,10015;12855,5;19
6498,2,9,12895;9902,3;7
6515,2,3,11804;4770,1;6
6538,2,11,7025;8255,2;7
6547,2,4,11845;4384,2;9
6572,2,7,2159;4130,1;16
6576,2,17,62;7159,3;12
6601,2,7,2159;7614,2;3
6655,2,3,8466;1519,4;14
6680,2,3,9312;4703,3;9
6695,2,4,10381;4519,10;17
6709,2,4,3036;4352,4;19
6710,2,15,3979;2880,4;19
6747,2,8,4220;10366,9;12
6750,2,11,4478;5867,7;17
6771,2,13,3163;11916,2;14
6781,2,5,3343;8540,2;10
6804,2,3,4503;10000,1;7
6823,2,8,4370;3192,2;11
6829,2,5,3513;4363,12;14
6850,2,4,4855;7134,8;12
6858,2,9,7087;4464,8;10
6874,2,3,5938;11803,13;14
6886,2,7,4125;6094,4;5
6915,2,5,2908;9924,6;15
6916,2,14,4354;10188,2;16
6927,2,9,1565;6186,7;14
6968,2,7,173;347,6;18
6969,2,11,12881;5331,4;20
6980,2,4,4854;9879,8;15
6984,2,4,5615;9056,4;6
6989,2,14,7957;4890,12;13
6996,2,5,4508;4353,1;14
7018,2,3,6356;3053,1;13
7055,2,15,9899;3275,1;17
7059,2,9,4480;11814,1;18
7061,2,17,11739;3050,2;9
7103,2,7,12855;1573,16;17
7207,2,21,11356;1792,1;18
7227,2,3,11313;3141,1;16
7278,2,4,2151;11605,1;12
7292,2,5,4512;11410,11;15
7299,2,12,13377;1784,10;20
7302,2,17,12959;4304,1;6
7303,2,7,4353;12127,2;14
7330,2,15,12774;3029,6;7
7342,2,16,13415;3683,7;20
7405,2,15,11627;4454,5;18
7473,2,4,7876;8608,8;13
7500,2,3,9908;5929,2;17
7507,2,7,4599;13151,8;11
7537,2,4,3229;9949,2;6
7544,2,4,7300;9826,6;7
7555,2,6,3557;4071,15;16
7557,2,8,9935;5688,1;9
7593,2,4,3036;4360,4;12
7617,2,7,10287;4447,11;18
7643,2,7,4535;11676,6;17
7646,2,4,13136;6149,8;14
7658,2,8,6603;1780,3;18
7705,2,4,3537;9902,9;13
7723,2,4,5938;4623,4;13
7747,2,16,12764;2905,2;3
7785,2,13,8860;4450,2;19
7796,2,11,3346;11933,3;18
7825,2,3,4353;10117,14;18
7855,2,9,13310;1438,16;18
7860,2,4,5805;4508,9;14
7909,2,17,404;5281,3;4
7916,2,11,12730;4352,8;10
7932,2,11,3156;5280,7;12
7948,2,15,11558;12151,1;18
7962,2,6,3200;8560,1;10
7970,2,7,3548;1548,14;18
8026,2,12,4855;1875,4;9
8032,2,3,10117;4352,4;10
8057,2,3,2168;5166,1;11
8068,2,6,9892;3368,4;8
8125,2,24,7047;11504,5;8
8131,2,14,6012;10125,10;13
8145,2,12,4584;13023,2;11
8160,2,8,4463;6010,1;19
8185,2,15,105;12598,5;19
8187,2,23,8834;4618,4;19
8197,2,10,7484;4728,14;15
8211,2,5,6138;4254,8;18
8239,2,10,7434;2880,5;9
8263,2,15,12709;13448,4;16
8302,2,13,379;4809,12;20
8320,2,7,13167;1565,5;12
8357,2,3,4220;9905,15;17
8400,2,7,8394;7112,7;16
8412,2,23,13695;113,1;6
8430,2,8,5856;2904,4;6
8441,2,8,10418;9893,5;7
8446,2,9,7685;3118,1;18
8492,2,4,12958;3011,10;19
8495,2,3,10530;3183,12;15
8502,2,17,39;8747,7;13
8510,2,9,3926;12316,4;14
8541,2,7,5755;9021,8;9
8550,2,6,10184;3347,1;10
8566,2,3,8636;2880,2;3
8570,2,5,7087;4352,15;20
8572,2,11,3156;10443,5;18
8586,2,13,1913;3381,9;20
8590,2,14,4917;1003,9;13
8632,2,15,248;188,2;19
8653,2,21,8534;657,6;9
8656,2,4,3411;8560,4;10
8657,2,7,2932;4838,2;18
8694,2,4,6642;8336,3;19
8727,2,16,10243;11330,7;20
8817,2,8,4912;1819,5;9
8846,2,9,6340;6021,7;17
8885,2,8,7007;10204,3;15
8931,2,5,5892;8806,2;16
8935,2,6,1899;7469,2;19
8966,2,5,5257;6856,2;15
8982,2,4,8912;10237,7;12
9002,2,16,1555;12781,17;18
9027,2,5,2895;4589,9;11
9088,2,16,9439;232,3;11
9089,2,6,4710;7600,7;11
9107,2,3,4353;1436,2;9
9122,2,13,5808;11933,14;15
9129,2,5,4294;9824,1;4
9148,2,4,1573;8538,4;17
9155,2,6,8572;3155,2;19
9175,2,9,4637;10339,5;15
9215,2,11,7184;1511,11;17
9236,2,5,12764;8636,4;17
9250,2,3,13315;6704,4;16
9296,2,3,10469;3047,4;11
9303,2,3,1973;9281,2;8
9305,2,3,7379;4352,1;20
9312,2,8,7409;2386,1;11
9321,2,3,6121;12329,1;18
9338,2,15,11586;9924,18;19
9353,2,3,2995;10101,7;16
9356,2,5,4572;4815,12;20
9365,2,3,9312;5403,2;13
9378,2,9,11739;7261,3;7
9380,2,12,1453;5859,1;16
9385,2,3,6397;2217,14;20
9465,2,10,236;4861,1;4
9475,2,4,4572;3346,1;9
9483,2,3,12623;11559,2;18
9485,2,13,4784;12644,5;9
9494,2,11,10261;12580,12;14
9499,2,6,5994;9554,8;20
9500,2,6,3350;4945,9;17
9560,2,6,2023;8357,2;6
9611,2,10,1565;3293,1;2
9657,2,32,3224;10252,9;10
9666,2,8,1885;4890,8;14
9704,2,3,10082;2958,8;16
9758,2,10,3080;7285,6;19
9767,2,5,7340;2890,7;15
9791,2,6,3617;6029,18;19
9801,2,6,10158;3364,5;12
9864,2,28,11424;4111,8;20
9923,2,8,8540;8912,1;11
9959,2,5,6087;4628,14;15
9978,2,3,9949;4372,6;12
9997,2,11,14032;4677,2;11
10007,2,8,2932;5864,4;15
10033,2,17,303;11426,2;17
10090,2,19,7636;13138,1;5
10151,2,3,10530;3200,3;7
10177,2,4,9404;1067,4;18
10196,2,22,11343;8874,4;15
10237,2,8,8540;5923,7;16
10239,2,7,1586;3036,7;15
10267,2,10,4917;4220,4;9
10290,2,10,7092;7359,2;19
10325,2,10,13501;11332,8;9
10352,2,8,1663;9794,9;12
10355,2,7,1464;11672,1;19
10361,2,7,12008;13967,2;4
10373,2,4,9351;4944,10;18
10378,2,5,8610;6442,6;12
10409,2,8,10075;4754,14;17
10410,2,8,7149;10812,3;6
10423,2,17,924;13138,2;4
10424,2,3,7567;6823,2;9
10447,2,7,1715;12718,2;5
10452,2,5,3676;2897,11;18
10472,2,3,8900;8444,3;7
10490,2,6,7352;4351,1;7
10491,2,5,5841;4753,14;20
10505,2,16,1528;1034,8;17
10509,2,6,3279;6018,12;20
10533,2,6,9580;492,2;20
10543,2,5,5964;9946,5;8
10613,2,10,1544;10184,4;19
10636,2,21,11380;10001,2;18
10661,2,11,2105;5283,3;4
10663,2,14,9024;3293,2;11
10671,2,7,2942;4372,3;14
10676,2,8,10354;8582,9;20
10678,2,5,12768;3381,15;20
10740,2,9,12730;4239,4;17
10746,2,10,3029;5891,5;14
10760,2,4,2816;7272,4;14
10769,2,4,4508;7634,9;19
10778,2,10,13023;10158,4;12
10783,2,9,1916;7147,2;9
10791,2,11,9379;9431,1;10
10802,2,8,3368;4725,1;17
10805,2,5,11496;9773,14;18
10820,2,5,13563;3100,9;11
10828,2,3,1446;4362,1;13
10884,2,32,10542;2680,10;18
10892,2,2,6598;10008,2;16
10895,2,5,10012;3183,1;13
10908,2,3,5864;4770,9;11
10936,2,8,4206;3364,3;9
11006,2,7,5228;5650,13;17
11017,2,7,1621;12855,10;12
11021,2,4,10317;4370,14;20
11023,2,4,2893;2680,8;20
11069,2,9,9024;4523,3;9
11070,2,4,8516;2402,6;7
11078,2,5,4362;4293,3;17
11090,2,14,8523;7054,5;7
11104,2,17,173;14034,1;2
11112,2,17,3196;11715,12;20
11131,2,3,3011;4085,8;19
11213,2,4,9806;12982,1;13
11259,2,5,8523;13270,15;19
11285,2,6,12331;5283,5;20
11320,2,3,2932;12649,12;17
11324,2,10,4066;3816,7;10
11334,2,5,9776;5696,2;17
11347,2,19,3275;10054,11;17
11351,2,3,6711;1586,3;15
11410,2,3,10785;10891,3;8
11411,2,8,4351;3111,9;17
11424,2,14,9141;11818,5;14
11461,2,3,2485;9953,6;20
11507,2,11,13986;5753,4;5
11516,2,5,3307;2236,11;15
11531,2,6,8163;10798,2;9
11534,2,3,3887;9048,2;18
11536,2,3,2892;8711,1;10
11573,2,5,2884;2485,5;19
11581,2,4,5938;7208,1;10
11634,2,4,7871;3436,15;19
11639,2,3,10008;9899,1;17
11688,2,5,2932;11323,2;15
11725,2,5,4971;6258,1;17
11765,2,6,2045;1555,1;15
11789,2,9,13023;5700,11;14
11792,2,3,9902;5804,14;20
11797,2,16,9879;394,8;20
11802,2,7,9776;3648,4;15
11851,2,5,11742;4480,15;19
11853,2,11,13382;7126,10;12
11911,2,9,11286;8430,3;8
11988,2,9,4933;11146,7;9
12028,2,10,12802;6623,5;14
12046,2,10,11714;4890,6;15
12144,2,34,9499;7424,14;15
12248,2,3,4489;7344,5;14
12262,2,3,6528;10317,5;11
12320,2,6,11390;8679,11;13
12326,2,4,11249;9337,4;10
12343,2,5,11540;7054,4;8
12352,2,3,9902;5805,2;10
12354,2,19,11443;3794,3;16
12373,2,4,8540;11830,17;18
12390,2,3,11596;9946,13;16
12402,2,7,26;8164,1;8
12426,2,5,13390;4273,1;11
12475,2,3,5906;2942,7;14
12484,2,5,6562;12151,7;16
12517,2,15,10008;6007,2;13
12521,2,3,11343;1658,2;12
12642,2,9,10520;3147,3;18
12646,2,4,10008;4244,1;11
12650,2,13,7092;8579,1;8
12656,2,13,3029;12591,8;10
12717,2,4,10008;1973,1;4
12770,2,4,9902;4352,7;9
12801,2,6,11612;3350,7;10
12832,2,10,5796;13236,8;9
12844,2,9,12873;1780,7;13
12862,2,4,4512;1805,8;17
12874,2,7,9418;7333,17;18
12889,2,5,8900;5292,8;12
12922,2,3,3036;8511,9;11
12940,2,8,4254;5078,4;10
13003,2,11,11474;8661,10;19
13006,2,8,5718;12147,13;19
13028,2,3,3189;8912,11;18
13044,2,5,11142;4617,3;5
13062,2,4,3200;5759,5;14
13140,2,3,5281;6007,5;10
13172,2,9,13138;4725,6;18
13235,2,4,5851;8531,3;15
13299,2,5,3451;6264,15;16
13301,2,3,12211;6229,11;19
13349,2,4,10428;6080,8;9
13359,2,3,3805;7894,6;16
13402,2,3,11888;2880,15;16
13436,2,4,4116;7567,6;7
13473,2,3,11332;5755,1;2
13552,2,4,4581;5902,15;16
13573,2,5,7674;9907,1;5
13640,2,3,8901;5753,5;11
13644,2,3,3557;4832,3;8
13686,2,5,2880;6012,2;5
13744,2,5,4898;11313,4;8
13763,2,3,11484;4472,2;15
13797,2,4,9935;9345,1;3
13818,2,4,10622;3036,1;4
13845,2,7,4405;4352,8;20
13919,2,4,10379;5192,8;13
13925,2,3,11343;9924,1;8
14102,2,3,10317;5921,3;13
14130,2,3,8540;3047,1;4
14145,2,2,7777;4438,2;5
14182,2,2,5938;8574,13;16
14199,2,5,6229;4535,2;7
14202,2,4,10365;11794,10;18
14208,2,3,11814;10504,2;12
14272,2,3,11761;8513,2;8
14340,2,3,9585;6354,14;15
14374,2,4,8597;9418,8;20
14427,2,6,7340;4710,2;16
14528,2,3,8560;11530,5;13
14546,2,3,10446;7319,3;16
14597,2,3,5938;7087,1;12
14633,2,3,7773;10090,3;14
14755,2,5,11923;12867,7;8
14801,2,3,8484;11341,1;8
14830,2,3,11341;7092,1;14
14920,2,3,9899;10008,12;16
14923,2,3,11323;4463,12;19
14927,2,4,8653;10622,8;14
14961,2,3,7567;3557,9;20
14962,2,3,4438;9899,8;10
14978,2,3,6116;8900,3;7
15046,2,5,8484;10008,6;8
15093,2,2,4703;12289,1;7
15117,2,4,6228;8575,1;3
15139,2,3,5948;11672,2;4
15147,2,2,5906;11484,8;19
15172,2,3,3243;9585,2;19
15226,2,4,4576;10184,4;17
15247,2,3,3677;11313,15;16
15257,2,3,7684;11416,9;13
15353,2,6,8604;5756,12;13
15721,2,3,5759;4368,3;14
15744,2,2,11060;8523,13;16
15853,2,3,11779;4374,10;11
15863,2,3,5786;9247,7;18
15882,2,2,12151;8665,4;5
15937,2,2,11416;7092,2;18
15946,2,3,11540;9161,7;16
4,1,69,5755,10
5,1,23,13304,11
8,1,3,10082,2
17,1,2,1626,8
28,1,9,10184,13
33,1,6,4516,2
35,1,4,5860,3
36,1,9,5988,10
46,1,21,169,18
47,1,7,8860,5
51,1,6,6205,9
60,1,3,6034,5
64,1,6,3457,18
65,1,3,3513,19
69,1,8,11872,15
71,1,3,13262,15
78,1,9,3036,1
79,1,11,102,5
82,1,6,3285,8
85,1,3,2145,1
86,1,4,7387,8
88,1,3,7246,16
90,1,12,2037,10
91,1,5,3208,20
98,1,10,251,18
106,1,5,8933,8
109,1,7,2450,7
118,1,7,7453,9
120,1,3,4489,20
133,1,19,2952,3
135,1,2,6054,3
151,1,12,2956,16
156,1,3,12333,15
161,1,49,11484,12
166,1,8,1973,10
167,1,5,12764,14
171,1,33,9891,7
172,1,4,2403,19
185,1,4,8863,17
189,1,12,1464,4
194,1,8,10275,10
195,1,14,11449,20
197,1,4,3937,3
200,1,7,3330,14
201,1,6,9893,11
208,1,9,5826,18
211,1,20,8793,16
213,1,13,11380,13
214,1,8,4438,1
216,1,18,11341,6
217,1,7,11343,8
218,1,7,8608,9
221,1,18,4838,1
222,1,2,7480,7
224,1,3,2220,17
225,1,16,10125,20
226,1,3,7802,12
228,1,10,5949,6
229,1,8,4976,15
230,1,5,3307,6
241,1,3,6329,13
242,1,15,7254,5
246,1,16,10101,6
247,1,5,3355,13
248,1,5,2932,8
256,1,10,5847,1
257,1,17,9422,6
260,1,3,8756,20
261,1,3,4125,6
263,1,44,3330,9
267,1,18,5463,18
274,1,4,7154,4
275,1,8,3128,13
277,1,17,4752,10
293,1,4,6155,20
301,1,28,12932,12
305,1,8,10354,10
310,1,14,5841,13
314,1,12,11874,19
321,1,8,4856,15
323,1,7,1436,1
326,1,9,4752,6
330,1,4,6021,11
333,1,11,3159,13
336,1,25,1776,17
342,1,6,3229,12
344,1,4,11640,9
356,1,5,2224,13
365,1,4,8575,4
370,1,4,3771,14
381,1,20,2024,8
383,1,8,1889,13
387,1,9,4352,2
391,1,3,11323,20
392,1,4,1296,13
399,1,10,700,2
401,1,16,12781,3
403,1,10,1787,9
408,1,11,6557,10
418,1,24,1843,19
421,1,4,1500,3
424,1,10,4578,12
426,1,8,12800,17
428,1,7,2017,6
433,1,8,10013,2
438,1,3,1565,2
440,1,13,62,8
441,1,7,3053,3
442,1,26,4535,3
444,1,3,10118,18
446,1,5,10579,10
455,1,3,7340,5
457,1,67,3080,4
460,1,33,12853,2
463,1,14,10385,12
464,1,13,5860,7
466,1,8,2430,6
475,1,10,1598,18
482,1,3,8518,20
483,1,13,489,9
484,1,7,9893,8
487,1,10,13039,19
498,1,3,8949,16
499,1,4,10248,4
505,1,3,347,6
507,1,15,3239,10
508,1,4,881,4
523,1,10,13574,6
531,1,2,3128,18
535,1,3,9897,16
536,1,18,5650,8
539,1,3,2897,1
543,1,2,6006,13
547,1,19,56,7
548,1,4,3141,7
553,1,7,7163,16
554,1,13,347,2
567,1,6,1555,5
568,1,3,7508,10
571,1,3,7404,11
574,1,18,3213,18
578,1,5,10275,12
586,1,6,7428,16
589,1,6,404,18
598,1,3,1443,10
600,1,12,1653,10
602,1,13,1436,18
614,1,5,12822,1
617,1,15,10107,1
625,1,18,12838,8
636,1,5,9928,13
640,1,6,5759,6
641,1,13,4690,17
642,1,6,308,17
653,1,6,2052,1
655,1,11,3047,10
660,1,5,11470,16
663,1,9,12174,1
666,1,21,9199,9
667,1,3,9949,2
671,1,10,10324,3
673,1,13,8778,13
674,1,42,11262,9
678,1,6,1965,13
682,1,3,1626,19
684,1,4,10077,17
686,1,4,3030,1
692,1,5,2880,2
699,1,3,6264,17
701,1,4,4358,10
704,1,4,9042,2
706,1,10,11332,6
714,1,5,5896,10
715,1,12,4637,9
716,1,9,10258,9
717,1,11,7340,3
718,1,3,308,1
720,1,17,11552,18
729,1,3,7272,7
734,1,17,5744,13
743,1,5,5206,11
751,1,5,10840,20
752,1,26,1440,4
753,1,15,3343,4
756,1,5,6217,8
765,1,3,2884,1
766,1,8,1464,8
768,1,12,1653,13
785,1,5,1511,20
801,1,3,10144,16
805,1,8,5797,6
811,1,8,12778,2
817,1,4,8636,11
821,1,4,12204,14
825,1,5,3298,17
830,1,18,13089,6
831,1,10,7383,10
833,1,20,3054,5
834,1,7,5020,19
845,1,15,7875,20
868,1,4,3012,14
870,1,20,3022,11
873,1,3,4627,6
874,1,5,3132,11
878,1,37,6121,6
879,1,4,490,4
880,1,37,11332,7
881,1,11,12822,13
883,1,4,10175,11
887,1,6,9902,2
891,1,9,11360,10
892,1,4,7383,1
895,1,3,3183,17
896,1,4,11416,1
899,1,27,10019,11
900,1,9,1764,9
902,1,3,3375,19
904,1,3,11379,4
911,1,3,10407,14
920,1,9,6122,16
921,1,4,4690,2
923,1,4,4460,16
924,1,23,12853,13
925,1,5,8500,20
932,1,8,8839,1
936,1,14,8959,17
946,1,5,2029,9
950,1,2,9289,6
951,1,14,352,1
952,1,11,4928,2
954,1,5,3146,13
958,1,11,7162,11
960,1,3,11517,7
962,1,2,10055,6
964,1,4,7340,5
967,1,4,11790,12
969,1,8,3196,3
970,1,13,2311,8
973,1,5,5847,7
975,1,7,1658,6
976,1,8,6129,5
978,1,4,4890,1
985,1,12,5755,14
992,1,9,11313,2
997,1,15,13303,9
999,1,10,8915,1
1000,1,7,1700,5
1004,1,5,12892,5
1005,1,8,7896,17
1017,1,2,8751,5
1020,1,7,6602,18
1036,1,2,4720,12
1040,1,29,7329,17
1041,1,9,6094,9
1045,1,7,8487,10
1052,1,3,8488,6
1053,1,6,8647,4
1055,1,4,7896,7
1058,1,8,10175,7
1060,1,10,3192,7
1062,1,14,2123,14
1064,1,11,1676,1
1076,1,3,1742,2
1087,1,14,6298,2
1088,1,3,5403,2
1093,1,5,8015,12
1094,1,3,3036,8
1095,1,15,123,1
1097,1,2,1595,19
1100,1,11,4830,16
1106,1,15,12981,7
1113,1,20,13068,13
1116,1,11,3111,5
1117,1,9,13091,7
1118,1,4,8809,4
1120,1,8,10096,9
1121,1,15,352,4
1122,1,11,11416,4
1123,1,4,5852,6
1126,1,16,4725,10
1129,1,3,6485,10
1137,1,11,4352,1
1138,1,7,8560,1
1141,1,10,12955,9
1143,1,2,6012,9
1144,1,5,12184,13
1148,1,3,4921,7
1149,1,25,8518,5
1153,1,4,5125,3
1161,1,3,1511,6
1162,1,17,3195,6
1172,1,6,10125,5
1176,1,7,9021,10
1178,1,15,10015,17
1179,1,7,1965,5
1181,1,3,8652,14
1183,1,9,8487,9
1184,1,12,4366,15
1190,1,9,8636,6
1192,1,18,8024,15
1193,1,11,1500,2
1194,1,9,4051,17
1200,1,6,10237,17
1202,1,3,4956,16
1207,1,5,8590,7
1209,1,9,7365,18
1213,1,2,12872,15
1215,1,7,13001,18
1235,1,10,11612,15
1238,1,15,1597,1
1239,1,9,7881,16
1245,1,7,433,2
1249,1,6,5938,1
1251,1,7,1446,7
1259,1,3,11518,18
1262,1,12,3331,3
1263,1,4,5304,5
1270,1,17,9045,9
1277,1,4,1613,19
1281,1,8,10080,12
1283,1,13,12764,10
1297,1,10,1932,20
1298,1,4,4353,6
1299,1,5,5893,20
1302,1,9,12849,1
1303,1,4,6339,6
1312,1,7,11332,4
1322,1,3,7177,13
1325,1,18,11369,8
1329,1,3,5760,7
1335,1,2,2179,1
1340,1,3,8751,4
1344,1,10,3036,10
1345,1,14,11343,17
1349,1,13,10314,19
1361,1,11,2904,11
1365,1,11,11714,11
1371,1,4,10914,2
1373,1,20,8778,14
1381,1,8,7344,16
1382,1,5,2916,20
1393,1,3,5946,6
1396,1,3,3156,20
1398,1,16,1723,20
1403,1,25,464,4
1409,1,10,9944,16
1410,1,3,1763,14
1411,1,3,10733,2
1412,1,13,6796,6
1415,1,7,8723,14
1421,1,4,7210,11
1423,1,4,6168,16
1424,1,6,8637,13
1431,1,6,2896,8
1432,1,9,11416,8
1436,1,16,25,3
1439,1,18,779,12
1442,1,10,2405,17
1444,1,10,10361,7
1448,1,8,1497,9
1449,1,7,2880,20
1450,1,8,7841,14
1455,1,6,5847,5
1457,1,9,7458,7
1463,1,21,12414,10
1464,1,10,10380,5
1468,1,17,10702,7
1473,1,3,11413,17
1474,1,11,1554,17
1479,1,4,7523,3
1481,1,20,3228,6
1492,1,2,11416,1
1498,1,12,12706,13
1501,1,6,7601,16
1505,1,12,10503,16
1507,1,5,8581,10
1511,1,14,9964,19
1517,1,8,7132,16
1518,1,3,9888,3
1520,1,2,2579,19
1521,1,5,4452,3
1531,1,5,10324,6
1532,1,6,3368,2
1536,1,15,11425,18
1543,1,5,11509,15
1549,1,43,8309,6
1554,1,4,1481,9
1557,1,8,1521,16
1560,1,4,8908,18
1561,1,3,6361,2
1564,1,6,6052,14
1568,1,7,12766,16
1569,1,3,8189,1
1573,1,41,7091,9
1577,1,3,8579,17
1581,1,7,9372,14
1582,1,15,95,17
1585,1,3,9949,4
1586,1,13,4355,2
1589,1,15,84,16
1592,1,6,2952,15
1597,1,12,2283,13
1605,1,10,12855,10
1626,1,7,13141,11
1635,1,5,11504,5
1642,1,7,7407,15
1645,1,5,11311,11
1647,1,11,4741,13
1651,1,3,7115,19
1659,1,5,3350,13
1662,1,2,4570,17
1666,1,38,1500,6
1669,1,76,10143,12
1672,1,12,10125,13
1676,1,21,7092,5
1679,1,12,8771,1
1683,1,3,9893,19
1686,1,14,10184,10
1689,1,12,2940,20
1690,1,5,12802,14
1700,1,9,12739,6
1707,1,22,12766,4
1710,1,3,1436,9
1711,1,4,12795,15
1713,1,3,10057,9
1718,1,11,12794,1
1720,1,4,1482,20
1730,1,3,1768,3
1736,1,7,10579,2
1741,1,4,8636,2
1756,1,3,155,19
1759,1,4,9166,19
1762,1,12,12781,12
1763,1,4,4244,19
1768,1,3,5938,6
1769,1,15,7582,12
1775,1,6,4353,13
1777,1,9,3039,1
1778,1,5,1509,11
1780,1,16,8560,9
1800,1,7,8636,12
1801,1,5,4489,4
1802,1,8,8483,12
1803,1,5,7272,14
1804,1,3,11701,7
1812,1,4,9902,5
1836,1,3,1436,5
1837,1,3,3872,9
1841,1,3,5272,16
1845,1,18,4733,20
1852,1,13,321,13
1853,1,15,165,18
1858,1,14,2717,1
1860,1,12,4572,7
1861,1,3,2897,8
1862,1,22,2897,1
1865,1,14,11672,16
1871,1,8,7680,11
1872,1,4,7111,15
1873,1,7,7563,13
1874,1,3,9640,16
1875,1,6,3343,9
1878,1,14,3245,7
1881,1,3,1493,13
1882,1,5,12754,11
1886,1,11,2145,5
1887,1,16,2886,12
1890,1,9,5861,14
1891,1,4,1651,2
1895,1,6,12915,19
1914,1,8,12483,3
1916,1,16,3330,7
1938,1,4,3050,15
1947,1,4,11896,19
1948,1,4,6642,17
1949,1,3,2693,14
1950,1,4,10083,15
1951,1,13,3218,16
1953,1,25,11510,16
1954,1,2,11672,19
1955,1,10,169,19
1966,1,13,6149,7
1968,1,18,9904,7
1971,1,13,3368,10
1973,1,10,12781,8
1974,1,5,6088,3
1983,1,5,3030,18
1984,1,3,9928,2
1988,1,14,852,9
1989,1,3,5908,12
1994,1,7,1626,17
1996,1,3,2897,1
2003,1,5,10008,3
2004,1,5,4937,7
2005,1,3,10041,4
2007,1,18,3330,16
2008,1,21,12740,11
2014,1,5,4508,4
2018,1,5,10023,19
2019,1,7,4351,5
2033,1,13,3742,3
2034,1,3,4358,9
2039,1,9,12981,12
2043,1,4,548,8
2046,1,3,3002,15
2058,1,9,7115,4
2063,1,10,8524,7
2068,1,4,3036,11
2069,1,5,11343,5
2071,1,3,11416,11
2072,1,4,12023,4
2074,1,3,1573,10
2076,1,5,6401,15
2079,1,3,5446,11
2081,1,3,5997,4
2095,1,11,2904,14
2097,1,6,12075,19
2100,1,4,7087,7
2103,1,3,4599,15
2106,1,12,13638,17
2114,1,15,11672,5
2115,1,17,3031,3
2120,1,6,8935,13
2122,1,3,9447,9
2123,1,10,4917,10
2127,1,14,4752,4
2128,1,7,12932,5
2137,1,10,6298,4
2140,1,3,4172,18
2143,1,4,11343,14
2154,1,6,3377,17
2160,1,9,4354,20
2161,1,3,2105,3
2163,1,7,9946,3
2166,1,15,7115,3
2167,1,21,515,9
2173,1,9,10008,4
2175,1,3,6315,3
2178,1,3,2342,3
2180,1,4,3857,9
2181,1,2,4402,18
2183,1,3,4478,13
2191,1,4,9879,6
2199,1,23,2139,20
2201,1,7,2968,9
2213,1,4,5455,2
2214,1,6,1453,1
2219,1,10,9896,17
2225,1,3,11540,15
2229,1,5,4780,1
2231,1,7,9223,8
2232,1,27,11332,2
2244,1,4,10659,4
2248,1,3,8610,13
2250,1,5,3015,10
2253,1,3,7087,17
2256,1,13,11594,9
2262,1,5,3076,16
2265,1,4,3350,4
2266,1,8,6138,15
2267,1,8,6028,18
2273,1,9,11790,15
2276,1,9,9899,8
2277,1,3,8652,15
2279,1,5,5881,6
2281,1,3,4902,9
2294,1,3,3304,1
2298,1,10,1495,18
2302,1,4,12108,16
2305,1,14,3307,3
2310,1,14,3036,15
2317,1,21,1483,4
2318,1,8,10101,4
2320,1,11,11403,11
2324,1,3,7769,7
2326,1,4,5796,12
2327,1,15,10275,6
2334,1,3,3139,13
2336,1,7,9968,17
2341,1,7,4684,3
2343,1,11,1674,2
2345,1,12,5988,2
2347,1,5,8957,13
2353,1,29,3730,1
2354,1,4,2958,2
2356,1,3,9928,1
2368,1,4,4770,17
2370,1,4,3857,6
2375,1,15,10075,11
2378,1,3,3199,17
2379,1,21,2031,1
2385,1,9,8573,13
2389,1,5,13089,3
2390,1,7,6339,13
2393,1,3,3118,7
2394,1,4,9875,15
2395,1,10,4355,3
2396,1,3,2880,7
2402,1,25,11339,18
2416,1,9,13757,16
2422,1,3,6052,5
2425,1,4,8560,19
2430,1,13,11405,12
2435,1,3,3683,4
2437,1,9,3694,3
2439,1,4,10884,3
2442,1,3,11232,11
2444,1,5,4182,16
2445,1,4,10821,18
2448,1,10,3036,4
2456,1,4,9302,16
2461,1,7,1573,1
2463,1,2,8579,12
2465,1,11,3361,11
2466,1,3,8538,3
2468,1,14,1438,8
2469,1,23,12665,8
2470,1,8,3717,7
2472,1,7,4392,2
2476,1,12,5971,10
2477,1,3,1567,8
2483,1,3,9902,4
2486,1,10,2068,14
2489,1,5,7154,6
2492,1,4,1862,7
2495,1,3,6087,2
2496,1,4,6316,4
2503,1,3,3138,14
2504,1,9,2968,6
2512,1,7,1776,13
2520,1,4,11743,3
2528,1,8,7522,6
2529,1,9,8610,1
2530,1,3,8278,5
2539,1,4,3243,15
2543,1,4,7469,10
2546,1,3,9902,5
2548,1,18,13169,14
2549,1,9,12013,17
2552,1,11,1700,7
2554,1,11,4381,12
2555,1,4,11566,20
2556,1,8,1794,12
2558,1,6,1435,13
2563,1,6,1738,2
2570,1,2,5755,4
2577,1,3,10270,16
2578,1,30,12855,17
2579,1,4,1483,5
2581,1,9,2897,4
2585,1,4,4684,9
2587,1,12,6125,5
2588,1,7,3628,2
2594,1,8,8043,6
2597,1,3,3803,16
2600,1,4,5797,1
2605,1,3,11492,1
2608,1,3,11323,4
2612,1,7,3028,8
2614,1,4,7121,13
2615,1,3,2975,7
2620,1,4,1500,11
2626,1,7,6021,13
2630,1,3,9935,14
2632,1,11,3589,14
2635,1,14,13039,8
2637,1,9,7269,5
2638,1,5,5948,4
2647,1,4,10585,1
2648,1,4,11311,8
2650,1,4,5796,8
2652,1,5,1573,7
2653,1,5,10082,14
2654,1,3,7122,11
