user_id,n_hits,n_test_items,hit_items,hit_ranks
9362,1,10,1699,6
9363,1,3,4352,7
9368,1,3,7092,15
9394,1,3,8534,10
9399,1,4,12005,3
9423,1,2,6316,1
9441,1,3,10407,18
9442,1,8,5913,2
9448,1,4,8540,4
9454,1,3,5805,2
9471,1,5,7025,19
9478,1,15,12855,19
9496,1,12,4842,15
9505,1,4,11394,15
9525,1,2,11566,4
9572,1,12,3163,12
9605,1,11,5891,20
9633,1,5,5928,4
9653,1,4,6608,19
9665,1,9,11728,1
9697,1,6,5033,20
9698,1,2,7170,1
9722,1,5,3579,1
9734,1,4,415,8
9738,1,4,5796,11
9741,1,9,3208,6
9746,1,10,2880,14
9748,1,3,9893,17
9769,1,7,12883,11
9771,1,3,8469,13
9792,1,7,7086,15
9793,1,17,3573,17
9819,1,8,10046,7
9842,1,3,10184,6
9849,1,3,11470,10
9852,1,9,3846,20
9858,1,5,1524,16
9860,1,3,3036,16
9866,1,4,3208,10
9884,1,4,5881,12
9910,1,9,5744,19
9912,1,6,5328,14
9941,1,6,10057,10
9950,1,3,1573,1
9964,1,13,6225,15
9998,1,13,10175,17
10008,1,12,4304,20
10010,1,2,5804,19
10019,1,3,11105,5
10042,1,9,13204,12
10080,1,4,10900,15
10087,1,12,1334,6
10089,1,3,7409,7
10094,1,9,5971,7
10101,1,6,4125,8
10114,1,3,11835,12
10131,1,4,7624,2
10164,1,5,8868,10
10167,1,9,9021,19
10199,1,3,12934,2
10212,1,4,8859,18
10234,1,5,5718,9
10256,1,4,4572,19
10335,1,11,3368,19
10340,1,4,1973,9
10348,1,14,4403,9
10351,1,2,7215,6
10380,1,5,3665,18
10387,1,14,8610,2
10408,1,6,2058,1
10433,1,2,3350,5
10441,1,10,3560,8
10444,1,3,5781,1
10470,1,12,4725,3
10504,1,4,2897,3
10519,1,2,5881,4
10555,1,5,12768,12
10557,1,9,2805,19
10561,1,10,3837,14
10564,1,14,3200,15
10566,1,4,9899,4
10576,1,5,10184,16
10611,1,5,1973,5
10612,1,10,12162,4
10614,1,6,7270,19
10624,1,7,4503,7
10625,1,4,8538,3
10649,1,8,9899,16
10657,1,8,7810,17
10673,1,5,6123,13
10714,1,7,2882,10
10729,1,2,1768,1
10730,1,5,1672,7
10732,1,10,2968,17
10733,1,3,3036,14
10756,1,10,9893,18
10794,1,3,9904,9
10798,1,7,6309,1
10815,1,3,7790,12
10838,1,9,7329,4
10869,1,9,11714,5
10885,1,3,5857,13
10889,1,3,2953,12
10937,1,4,3106,15
10952,1,3,7170,6
10967,1,4,7047,6
10997,1,3,6354,15
11014,1,2,9899,8
11045,1,9,6608,7
11051,1,5,11176,12
11089,1,6,2170,2
11103,1,3,3391,10
11130,1,7,10641,5
11144,1,7,4111,10
11165,1,3,5514,13
11168,1,6,9806,15
11182,1,8,8716,14
11236,1,11,4077,16
11243,1,7,14043,19
11250,1,5,4623,20
11253,1,8,6148,6
11269,1,7,4803,13
11283,1,3,3036,1
11293,1,4,3063,3
11316,1,7,2932,4
11318,1,4,9935,4
11321,1,6,10158,4
11336,1,3,3839,20
11341,1,3,7254,17
11353,1,13,13982,2
11361,1,7,8655,1
11368,1,3,5881,4
11401,1,2,5995,8
11414,1,3,9941,2
11434,1,3,5773,14
11437,1,3,4384,17
11495,1,2,2939,13
11510,1,4,9021,1
11530,1,3,5824,12
11535,1,5,10556,7
11539,1,4,2880,13
11555,1,4,5455,18
11566,1,4,5675,8
11572,1,8,7329,5
11603,1,4,7541,12
11609,1,5,11095,17
11661,1,5,7805,3
11713,1,4,4572,6
11754,1,10,1565,8
11774,1,7,5455,9
11844,1,4,1812,5
11845,1,3,2530,11
11870,1,5,7640,18
11878,1,7,12619,6
11920,1,4,4508,6
11931,1,13,4561,1
11932,1,6,10013,4
11938,1,6,4352,4
11977,1,3,1561,18
11993,1,5,13982,6
12006,1,6,1889,12
12026,1,4,234,7
12078,1,7,13678,14
12084,1,5,10819,1
12085,1,3,5881,13
12099,1,6,6660,1
12102,1,6,2947,2
12166,1,4,11276,8
12181,1,11,10853,3
12185,1,7,12644,4
12186,1,11,13986,1
12200,1,2,11410,18
12206,1,5,4394,13
12213,1,4,10530,2
12224,1,6,8484,11
12252,1,4,9867,16
12254,1,9,4480,13
12290,1,4,7254,14
12301,1,3,4770,7
12372,1,3,10530,4
12383,1,7,3654,10
12418,1,6,4244,8
12472,1,5,10057,14
12533,1,6,4438,3
12537,1,19,3339,14
12546,1,3,1438,6
12547,1,3,6856,8
12550,1,13,12983,5
12557,1,15,9634,16
12574,1,7,8636,13
12651,1,4,7372,6
12710,1,5,4519,8
12714,1,3,3030,9
12733,1,2,10530,7
12761,1,6,3350,1
12876,1,4,4353,19
12945,1,6,7464,5
12979,1,2,8560,19
12982,1,3,12794,15
12991,1,5,3238,8
13005,1,2,5759,1
13013,1,2,7047,3
13143,1,2,6494,18
13231,1,2,3200,3
13250,1,5,5717,19
13263,1,6,3877,12
13274,1,4,5061,2
13336,1,3,8711,13
13356,1,4,8526,8
13385,1,4,10664,5
13411,1,2,11416,6
13455,1,3,8588,17
13470,1,3,6160,19
13479,1,4,5852,7
13488,1,3,1511,10
13527,1,6,10115,8
13572,1,3,3381,19
13582,1,3,7949,6
13663,1,2,10184,1
13684,1,3,11672,12
13707,1,5,9492,13
13776,1,3,4669,14
13810,1,3,9893,20
13891,1,6,7417,18
13898,1,3,8935,15
13907,1,3,11480,1
13955,1,4,7492,6
13958,1,5,4559,16
13977,1,3,5519,9
13997,1,4,5923,10
14041,1,3,8484,2
14055,1,2,9021,1
14063,1,3,10509,17
14085,1,3,10556,13
14137,1,3,12794,19
14209,1,5,5928,6
14244,1,8,9960,15
14317,1,4,8987,19
14332,1,3,8791,16
14336,1,3,5797,16
14352,1,3,4383,5
14445,1,4,9021,10
14448,1,3,11639,1
14491,1,7,11532,14
14511,1,3,4778,9
14538,1,5,6263,14
14539,1,4,5321,18
14678,1,3,7098,1
14711,1,3,7123,11
14740,1,3,11369,6
14780,1,3,7122,16
14839,1,2,7009,1
14873,1,4,8015,12
14878,1,3,11343,3
14901,1,4,5455,6
14974,1,3,9126,19
14995,1,3,11888,15
15003,1,3,7027,18
15005,1,5,13357,2
15151,1,5,11849,3
15170,1,4,7490,8
15186,1,3,5080,15
15200,1,3,8540,2
15363,1,3,3638,10
15370,1,2,3189,1
15382,1,2,8806,1
15424,1,2,10052,16
15492,1,3,7523,17
15494,1,2,9946,2
15504,1,2,13262,3
15505,1,2,7308,1
15520,1,3,8778,1
15570,1,2,5335,19
15603,1,3,4733,1
15634,1,3,11060,2
15672,1,3,12151,12
15774,1,3,8444,15
15803,1,2,9893,7
15883,1,3,12270,1
15892,1,4,7340,2
15906,1,3,11792,3
15917,1,3,12437,4
