item_id,score,num_connected_entities
2801,-0.17206101,6
7163,-0.17224516,14
5108,-0.1724533,4
4097,-0.1725108,9
3199,-0.1725955,5
9937,-0.17259884,8
9998,-0.17261119,7
2607,-0.17266129,8
11026,-0.17279825,4
1428,-0.17292327,4
11596,-0.17294994,10
852,-0.17308436,9
3064,-0.17317173,9
11740,-0.1733621,5
6666,-0.17357916,4
13531,-0.17364393,8
652,-0.17371319,8
13075,-0.17377177,3
12780,-0.17385149,8
2549,-0.17388117,4
4130,-0.1739423,10
7304,-0.17405681,7
4782,-0.174111,12
5571,-0.17417409,6
6920,-0.17422614,7
12651,-0.17445616,7
7009,-0.17450054,8
3109,-0.17464802,5
699,-0.17493401,10
2789,-0.17512363,9
13684,-0.17518973,13
7083,-0.17519028,13
1233,-0.17519702,8
13257,-0.17519881,8
11367,-0.17528883,5
13503,-0.17531812,10
5559,-0.17532238,4
6724,-0.17546245,9
5656,-0.1754911,8
2735,-0.17558709,10
11283,-0.17560184,5
7981,-0.17560494,11
10554,-0.17570372,10
8324,-0.17576134,10
13979,-0.17579545,6
11971,-0.17579573,6
12906,-0.17583351,9
5678,-0.1758564,7
8992,-0.17586249,13
8284,-0.17592016,5
9010,-0.1761429,9
12360,-0.17621022,7
4119,-0.17623775,8
4661,-0.1763587,11
11420,-0.17636457,8
11519,-0.1764267,7
8956,-0.17646275,12
1625,-0.17663708,9
9743,-0.17665339,7
4815,-0.17666768,9
7844,-0.17667846,9
3328,-0.1768186,10
12799,-0.17698137,9
4851,-0.17702095,7
5283,-0.1771033,6
5026,-0.1771039,3
3986,-0.17737833,6
438,-0.17751542,9
11474,-0.17754525,9
2435,-0.17758898,10
13071,-0.17766348,12
12173,-0.1777393,9
4549,-0.17775369,8
3233,-0.17775518,5
8552,-0.17780915,9
10334,-0.17802021,4
2487,-0.17824785,7
5679,-0.17846636,7
13917,-0.17849925,7
13348,-0.17852129,12
7979,-0.17853346,2
2570,-0.17856921,5
3880,-0.17858604,6
4382,-0.17868648,6
2137,-0.17875648,8
3217,-0.17878011,5
1442,-0.178803,10
9486,-0.17899333,12
7909,-0.17916904,9
11058,-0.17918938,4
1632,-0.17943695,5
12692,-0.179448,9
5023,-0.17947075,5
7888,-0.17948782,10
4861,-0.17962377,8
2759,-0.17964123,4
8246,-0.17971829,9
10535,-0.17976192,8
10666,-0.17977612,8
4392,-0.1801232,6
5858,-0.18015097,8
5105,-0.18023257,8
10556,-0.1802892,4
7446,-0.18066457,7
6289,-0.18066753,7
10214,-0.18080126,6
3203,-0.18084659,10
10066,-0.18092732,7
4820,-0.18097919,5
13903,-0.1811957,10
2852,-0.1812355,7
10308,-0.18131518,3
10506,-0.18134466,11
8509,-0.1813773,8
11848,-0.18144526,6
9335,-0.18149614,7
9056,-0.18153228,7
4790,-0.18153396,10
8788,-0.18191522,9
6777,-0.18204156,9
5956,-0.18213314,8
7423,-0.18220942,6
10797,-0.18231404,10
2881,-0.18232,8
13759,-0.18232736,7
3835,-0.18245526,6
10840,-0.18259856,14
2658,-0.18272217,8
641,-0.18295588,9
13816,-0.1829601,6
6581,-0.1830032,11
6947,-0.1831016,11
13749,-0.18317905,13
6092,-0.18354374,9
1556,-0.18354584,9
4751,-0.18361704,5
7188,-0.18363272,7
13013,-0.18366139,6
13254,-0.18368608,14
804,-0.18370302,5
13150,-0.18380123,12
7120,-0.18423523,5
10870,-0.18425485,5
5649,-0.18433842,5
9096,-0.18436337,11
2210,-0.18436901,7
11476,-0.18446471,7
8340,-0.184941,11
9526,-0.18498114,8
6559,-0.18501094,6
2408,-0.18504034,9
10636,-0.18504637,6
13311,-0.1851103,5
8360,-0.18513106,9
3586,-0.18513384,8
8418,-0.18520893,10
12944,-0.1853304,3
1912,-0.1853448,11
2145,-0.18537839,9
834,-0.18543664,8
12708,-0.18549198,8
5978,-0.18557061,11
13232,-0.18561941,7
13849,-0.18563409,10
12665,-0.1857104,8
1971,-0.18578292,9
13837,-0.18579493,10
2656,-0.185993,8
10813,-0.18623959,11
9023,-0.18624249,11
4900,-0.18625043,6
4046,-0.1862569,8
14079,-0.18627357,14
18,-0.18639389,4
2795,-0.18642129,4
10712,-0.18646428,7
2447,-0.18689932,3
2243,-0.18706341,8
10902,-0.18718757,5
3340,-0.18728718,6
5613,-0.18735315,8
10211,-0.18735397,4
293,-0.18747768,10
13527,-0.18768229,6
2197,-0.18782419,8
8290,-0.18782766,9
2061,-0.18800132,5
5574,-0.18808295,6
3138,-0.18815856,8
3580,-0.18826056,9
8481,-0.18840607,7
10762,-0.18866085,7
12064,-0.18869871,7
3905,-0.18873763,5
6754,-0.18877265,8
200,-0.18880042,3
1566,-0.18886021,11
10282,-0.18913098,9
1367,-0.18919492,9
3971,-0.18925032,9
6548,-0.18933812,11
10208,-0.18935525,9
4619,-0.18944235,6
3859,-0.18948238,11
11255,-0.18961924,4
1361,-0.18985623,7
7584,-0.18989654,8
6938,-0.18994386,7
9284,-0.18998446,4
12532,-0.19003755,8
8814,-0.19011092,6
11091,-0.19015706,10
3304,-0.1904839,10
6035,-0.19053735,8
13001,-0.1906213,8
10899,-0.1906784,7
8609,-0.19069782,9
9619,-0.19126885,11
12966,-0.19130957,7
11194,-0.19131763,5
9427,-0.19133218,14
12982,-0.19136176,11
5807,-0.19145568,5
10861,-0.1914888,10
10729,-0.19152108,10
1528,-0.19155028,10
4429,-0.19163702,14
1510,-0.19178227,11
1277,-0.19193913,6
12417,-0.19196154,11
10984,-0.19196615,13
13768,-0.19198336,2
2770,-0.1920031,9
3834,-0.19204833,7
8502,-0.19206113,6
10393,-0.19217208,7
7702,-0.1922226,7
6335,-0.19223571,9
4079,-0.19229819,5
6602,-0.19237512,10
5880,-0.19245486,7
8169,-0.19252917,6
5688,-0.19257933,4
6147,-0.1925963,8
3994,-0.19267587,9
7946,-0.1927012,7
9449,-0.19286482,10
11787,-0.19286889,8
8679,-0.19291522,8
3215,-0.19291808,6
7086,-0.19292499,9
13464,-0.19294626,8
1848,-0.19307046,6
2872,-0.19325423,10
10858,-0.19327405,11
10599,-0.19327664,8
10234,-0.19335416,6
7904,-0.19340019,5
3763,-0.19342825,7
13638,-0.19349216,7
13863,-0.19352141,6
10990,-0.19361407,8
2866,-0.1938039,8
3925,-0.19382684,3
14037,-0.19392624,7
8039,-0.19395345,8
10740,-0.1940363,7
4946,-0.19451924,9
7556,-0.19465774,9
7977,-0.19471635,7
2006,-0.19472344,7
1255,-0.194875,11
6671,-0.19495857,10
7228,-0.19506532,6
1749,-0.19506645,12
4768,-0.19516967,5
9054,-0.19528228,9
5348,-0.19548437,7
6880,-0.19555804,3
2234,-0.19559786,10
2861,-0.19562358,9
12741,-0.19565223,8
7761,-0.19565766,5
4596,-0.19571094,13
3367,-0.19574697,11
13429,-0.19576603,9
5934,-0.19578111,4
2584,-0.19583607,8
2613,-0.19584604,6
10429,-0.19585375,12
7483,-0.19589174,9
4915,-0.19593443,11
9215,-0.19601925,10
2167,-0.19625871,6
12022,-0.19626063,12
11557,-0.19631575,4
8167,-0.1963209,5
12266,-0.19638987,6
205,-0.19648524,6
940,-0.19663464,9
9760,-0.1966603,8
5545,-0.1968018,7
11939,-0.19683386,8
3459,-0.19684476,9
7352,-0.1968548,9
11833,-0.19690825,6
10680,-0.19691963,8
9549,-0.19708529,4
1126,-0.19710286,8
13398,-0.19738945,10
3790,-0.19744076,5
4847,-0.19748487,7
11760,-0.19749549,5
6257,-0.19751683,11
7025,-0.19764008,13
815,-0.19765918,6
6749,-0.19768403,9
7244,-0.1977545,7
11937,-0.19796519,10
11296,-0.19801298,8
5126,-0.19843653,7
13683,-0.19850673,8
10658,-0.1986216,9
11384,-0.19867407,7
14083,-0.19868307,10
9837,-0.19868575,6
3751,-0.19876684,12
10267,-0.19876948,5
7676,-0.19905563,7
11247,-0.19918872,3
10340,-0.19951174,8
10052,-0.19952345,8
13997,-0.19963203,7
10662,-0.19978255,9
13101,-0.19987307,9
11870,-0.199886,7
7452,-0.20016082,7
5909,-0.2002296,9
5822,-0.20033385,6
6513,-0.20039569,12
4783,-0.2005384,3
12122,-0.20081526,6
4954,-0.20081823,7
1815,-0.2008267,5
11280,-0.20083524,10
4918,-0.20086557,10
7591,-0.200892,8
6700,-0.20095003,8
2616,-0.20098953,15
3681,-0.2009945,7
5374,-0.20104083,10
268,-0.20111375,8
4581,-0.2012041,7
5307,-0.20123011,12
11947,-0.20171583,9
3468,-0.2017708,11
7722,-0.2018127,8
8339,-0.20183136,5
6668,-0.20192896,10
10685,-0.20197576,11
10306,-0.20202711,10
12140,-0.20208715,8
3594,-0.2022647,4
8258,-0.20231913,8
2342,-0.20237593,7
10217,-0.20251118,7
11637,-0.20256193,9
11488,-0.20263748,7
2410,-0.202728,4
10226,-0.20282733,6
6219,-0.20290676,6
2821,-0.20309652,8
7319,-0.20313777,7
3908,-0.2031646,7
14048,-0.20316523,10
4984,-0.203426,12
2679,-0.20344135,11
5039,-0.20358163,9
3173,-0.20358609,4
13529,-0.20366797,9
10026,-0.20374507,6
10175,-0.20388414,5
8477,-0.20388548,10
6331,-0.2042898,6
11355,-0.2043132,6
3465,-0.20439929,8
1874,-0.20441781,8
10711,-0.20450781,8
10059,-0.2045778,6
686,-0.20490825,4
12739,-0.20508818,7
4258,-0.20517966,6
8423,-0.20522769,9
8630,-0.20533292,8
12859,-0.2053497,6
6521,-0.20552534,9
12289,-0.20568624,9
8578,-0.20571658,7
10549,-0.2057192,9
7840,-0.20578831,6
7705,-0.205926,6
9009,-0.20607452,11
7293,-0.20627658,6
10284,-0.20638324,4
856,-0.20640068,8
624,-0.20650963,10
5667,-0.20664985,7
1416,-0.20665294,6
10130,-0.20675854,11
2110,-0.20703393,9
1338,-0.20719823,11
13202,-0.20721069,7
12300,-0.20730767,5
12534,-0.20741507,6
12910,-0.20743528,8
4947,-0.20751296,8
13035,-0.20752098,8
11461,-0.20753114,8
11779,-0.20756397,9
10304,-0.20770484,3
3401,-0.20784748,5
8555,-0.20790367,4
1539,-0.20802695,10
1464,-0.20815893,6
2121,-0.20817474,4
3106,-0.20817707,10
998,-0.20823209,4
13000,-0.20831847,8
1435,-0.20838955,11
7294,-0.20839968,7
2478,-0.2084431,14
3029,-0.20864221,6
7384,-0.20870686,7
3111,-0.20870735,7
1979,-0.20888406,7
3516,-0.2089207,6
9435,-0.20895387,6
3292,-0.20901227,4
9112,-0.20909548,6
5727,-0.20926073,7
3819,-0.20931017,10
2271,-0.20931548,16
5630,-0.20932217,8
3797,-0.20932437,9
13588,-0.20958719,8
8749,-0.20960462,7
3226,-0.20966823,5
12644,-0.20986798,8
9826,-0.20996842,8
9774,-0.21009848,10
3816,-0.21017665,9
1700,-0.21031454,11
2000,-0.21035896,11
4543,-0.21036561,7
3939,-0.2103934,7
4514,-0.21040277,6
2334,-0.2104768,8
13083,-0.21061204,7
2869,-0.21072756,13
5104,-0.2108472,11
4497,-0.21086515,10
7030,-0.21093662,7
8403,-0.2109805,3
6443,-0.2112689,11
2900,-0.21127914,8
4471,-0.21132965,5
1880,-0.2114033,6
6424,-0.21141843,9
11376,-0.21142326,3
14013,-0.21173121,5
2131,-0.2120488,7
3829,-0.21205956,3
8870,-0.21214572,4
7066,-0.21221477,5
11289,-0.21229884,9
10810,-0.21233481,6
10724,-0.21242388,9
3587,-0.21246536,11
6224,-0.21269202,3
6633,-0.21273728,9
4452,-0.21273766,8
3794,-0.21288326,11
12977,-0.21298671,7
3123,-0.21299988,8
13519,-0.21314181,4
1808,-0.21315166,11
13614,-0.21323626,6
12210,-0.21324636,10
5602,-0.2132655,7
12871,-0.21343154,6
12767,-0.21349406,8
206,-0.21357094,13
7693,-0.21360193,7
6714,-0.21386534,9
1613,-0.2139393,9
7768,-0.21402737,5
7663,-0.21406136,8
1242,-0.21413814,7
12758,-0.21428192,10
12634,-0.21451476,10
11278,-0.214539,6
6067,-0.21461499,9
8017,-0.21466412,5
1662,-0.2147081,11
6766,-0.21470948,7
3428,-0.21495144,9
2521,-0.21495995,8
7962,-0.2151564,4
4569,-0.21517292,6
8936,-0.21519458,8
9156,-0.21525733,8
7750,-0.21537307,11
7495,-0.2154801,4
1154,-0.21567273,8
12005,-0.21573097,12
5773,-0.21578068,6
5671,-0.21578954,6
4605,-0.2158012,4
3907,-0.21609293,7
1920,-0.21621259,8
12734,-0.21622851,8
14078,-0.21627647,12
12561,-0.21628205,10
13479,-0.21628502,8
2763,-0.21632385,9
7868,-0.21637191,12
6821,-0.21663739,9
7026,-0.21669155,8
2835,-0.21671622,12
519,-0.2169502,6
12669,-0.21698149,8
9294,-0.21705112,6
2176,-0.21708182,5
2293,-0.21718678,8
6744,-0.21728094,5
8168,-0.21729101,9
9721,-0.21737921,7
3339,-0.21744251,5
6946,-0.21755342,8
1686,-0.21766351,7
10445,-0.21768737,11
6077,-0.217688,9
9360,-0.21788755,6
10265,-0.21791853,5
2581,-0.21805033,6
11487,-0.21809138,5
6074,-0.21815424,9
13453,-0.21834637,6
13707,-0.21858557,11
6740,-0.21867006,6
9244,-0.21871388,8
8556,-0.21888039,7
5056,-0.21894197,13
19,-0.21894407,11
7913,-0.21896665,5
3318,-0.21911176,6
14038,-0.21911411,9
13122,-0.21917945,9
7262,-0.21923465,7
2836,-0.21941417,6
11088,-0.2195369,6
11050,-0.21956828,8
7982,-0.21966287,10
9347,-0.21968849,5
3137,-0.21974498,6
4540,-0.21981923,9
9877,-0.21991129,6
6454,-0.22001892,3
17,-0.2200963,4
13672,-0.22020452,7
13223,-0.22024183,5
1612,-0.22031668,5
7135,-0.22042707,11
11676,-0.22048342,9
4939,-0.22051284,4
1725,-0.22053614,5
6951,-0.22056682,11
12395,-0.2206169,9
3098,-0.22069196,6
3571,-0.22069423,7
10458,-0.220821,10
8868,-0.22088683,5
10966,-0.22090845,8
14075,-0.22091703,4
9554,-0.22095086,9
3407,-0.22107199,9
6240,-0.2210885,7
11332,-0.22109647,9
4802,-0.2211471,3
5480,-0.22118269,11
9728,-0.22136536,7
5164,-0.22142026,9
4512,-0.22147022,13
3589,-0.22161788,9
4050,-0.22166464,6
2599,-0.22171147,6
9513,-0.22196014,4
9019,-0.22207509,10
13184,-0.22214358,4
6227,-0.22224666,7
9756,-0.22225636,7
5733,-0.22226955,8
13631,-0.22232154,4
8787,-0.22242987,9
13090,-0.22259864,11
6718,-0.2226223,10
8802,-0.22265197,3
8619,-0.2226931,12
5279,-0.22270223,6
6175,-0.22291067,5
11733,-0.22291991,9
3904,-0.2230227,9
11210,-0.2230371,9
1627,-0.22307898,7
9383,-0.22314002,4
12166,-0.22316219,9
680,-0.22319293,10
5707,-0.22323032,10
5961,-0.22328438,4
1175,-0.22338669,7
2002,-0.22347498,7
1961,-0.22348765,9
6307,-0.22350076,9
13156,-0.22351518,12
3083,-0.22366486,8
14015,-0.22376409,4
10584,-0.22385772,5
2802,-0.22386916,12
13804,-0.22388417,11
10896,-0.22391365,9
485,-0.2239491,11
7939,-0.22403651,5
13106,-0.22419354,4
4142,-0.22425602,8
4642,-0.2242721,9
11042,-0.22448674,11
4310,-0.22455886,12
6941,-0.22457181,8
12487,-0.22476783,6
7608,-0.22479269,7
2783,-0.22483478,9
10802,-0.22522795,7
9454,-0.2253559,9
11380,-0.22536202,6
6380,-0.22540274,6
3636,-0.22544825,6
13579,-0.22550341,6
2520,-0.22550993,8
12287,-0.22553787,8
13340,-0.22567068,6
13034,-0.2256807,3
5941,-0.2256833,5
2761,-0.22583658,9
4925,-0.22587954,8
5991,-0.22591487,7
4781,-0.22594911,10
5804,-0.2259953,8
4373,-0.22602807,8
9564,-0.22603479,12
4420,-0.2261169,5
7115,-0.22614402,9
13807,-0.22618136,11
7219,-0.2262087,11
4020,-0.22624196,8
3157,-0.22639683,8
10912,-0.22640495,6
3602,-0.226451,6
8599,-0.22648518,7
10318,-0.22661288,10
12008,-0.22672822,4
11453,-0.22680531,9
13618,-0.22680736,5
10390,-0.22682023,7
6768,-0.22686003,5
9264,-0.22687344,11
10924,-0.2269034,4
8621,-0.22699942,14
3065,-0.2270027,8
2162,-0.2270282,5
5805,-0.22705853,11
11727,-0.22710031,8
6828,-0.22727408,9
11932,-0.227469,7
6580,-0.2276101,5
5069,-0.2276685,9
4245,-0.22767851,7
7457,-0.22770672,10
10058,-0.22789448,11
10577,-0.22791207,9
7267,-0.22799726,9
13767,-0.2280572,8
10317,-0.22828154,6
491,-0.22846125,8
2335,-0.22849877,9
9720,-0.22866428,9
3037,-0.22876422,8
1693,-0.22877447,6
6141,-0.22884649,6
3825,-0.22889723,7
4631,-0.22891083,6
9407,-0.2289265,7
5815,-0.2289632,14
2106,-0.2289886,9
7620,-0.229078,7
7827,-0.22910722,7
8222,-0.2291777,5
265,-0.22948192,12
8997,-0.22955482,6
4064,-0.22958066,10
2294,-0.22963782,12
1637,-0.22965135,10
427,-0.22978733,5
11002,-0.22991617,5
10061,-0.22992939,8
11854,-0.22996204,9
5418,-0.229985,7
255,-0.22998805,6
262,-0.22999664,6
8071,-0.23004667,9
2600,-0.23025812,8
11460,-0.23033279,5
3394,-0.23036511,6
3918,-0.23038986,3
9508,-0.23040937,6
8947,-0.23050243,8
12305,-0.23056494,11
3279,-0.2306511,7
4482,-0.23077837,8
4688,-0.23087814,10
4710,-0.23091532,8
4691,-0.23129956,4
10423,-0.23130156,8
1723,-0.23136806,11
7199,-0.23142338,7
8888,-0.2314412,3
5964,-0.23146144,6
3312,-0.23154074,4
3588,-0.23160012,9
3381,-0.2316086,15
13777,-0.23161893,9
10993,-0.23165214,9
5270,-0.23167197,6
10748,-0.23169601,9
8067,-0.23172732,10
1118,-0.23192699,9
4610,-0.2319474,9
11825,-0.23195119,6
697,-0.23198213,7
4774,-0.23199363,6
8769,-0.23206694,9
8703,-0.23213768,8
6236,-0.23216574,7
13173,-0.2321832,6
12089,-0.23218985,7
6852,-0.23222744,8
90,-0.23222984,14
4503,-0.23251332,10
3492,-0.23254225,10
9072,-0.23255475,8
9343,-0.23259625,8
9198,-0.23271152,14
1454,-0.23274638,9
14002,-0.23281969,9
6918,-0.2328487,8
1654,-0.23288123,8
12508,-0.23294213,6
3822,-0.23304576,10
11589,-0.23311208,9
3322,-0.23311995,6
4353,-0.23312192,6
10330,-0.23323327,6
7168,-0.23340005,5
11102,-0.23358706,8
13791,-0.2336301,7
8606,-0.23369338,8
6361,-0.23371565,6
12457,-0.2337662,10
7648,-0.23381996,11
3185,-0.23384202,4
787,-0.2338619,6
5008,-0.23386678,4
11001,-0.23391888,8
7927,-0.23397519,6
2282,-0.2340123,6
8692,-0.23403,11
4139,-0.23415346,5
9133,-0.23422416,6
7297,-0.23424245,6
6143,-0.23427336,6
6769,-0.23440902,5
8014,-0.2344418,6
3484,-0.23450111,9
6145,-0.23459788,7
1891,-0.23464896,10
9766,-0.23466493,14
13950,-0.23471652,7
4525,-0.23478122,7
10674,-0.23495945,7
12316,-0.2350003,5
7956,-0.23501827,4
3333,-0.23507121,8
4404,-0.23509574,7
1544,-0.23513259,11
7630,-0.23531681,3
12244,-0.23532687,8
10062,-0.23537862,11
6895,-0.2353939,8
12345,-0.2354675,8
10443,-0.23573461,6
13615,-0.23585708,10
2360,-0.23588064,8
10269,-0.2359252,8
8564,-0.23596738,4
11108,-0.23603064,8
11717,-0.23605843,8
1619,-0.23606333,8
4412,-0.23612761,6
949,-0.23625295,8
10101,-0.23645106,6
12533,-0.23645702,8
5246,-0.23646095,6
3385,-0.23646288,7
503,-0.23652206,8
10262,-0.23665877,10
14005,-0.23668507,10
9849,-0.23675282,4
3758,-0.23681818,6
3837,-0.23682484,10
3849,-0.23683776,14
8199,-0.23689337,7
8002,-0.23691261,3
7961,-0.23693618,6
13174,-0.23698065,7
3592,-0.2370304,9
9751,-0.23705593,10
11672,-0.23709697,8
5884,-0.23713867,6
7790,-0.23715442,9
7917,-0.23719706,8
6042,-0.23727666,6
13688,-0.23727702,4
11631,-0.23736516,10
5483,-0.23743853,6
3167,-0.23745097,7
5778,-0.23747519,6
4344,-0.23767392,11
9493,-0.23770303,4
9108,-0.23779786,2
8541,-0.23789226,8
11372,-0.23790246,5
11699,-0.23793778,10
7802,-0.2380397,8
11581,-0.2380481,8
7527,-0.23807798,5
6085,-0.23812419,6
8730,-0.23835641,9
10110,-0.23854983,6
1774,-0.23857324,8
5474,-0.23857653,9
5272,-0.23859061,8
8892,-0.23872256,5
6715,-0.23875275,6
11345,-0.23878025,9
6711,-0.23878558,6
3641,-0.23878843,7
900,-0.23893681,14
7699,-0.23895128,8
3878,-0.23900326,9
8682,-0.23908618,5
3632,-0.23919934,11
11425,-0.23927706,10
12737,-0.23930423,3
4654,-0.23936439,10
1278,-0.2395012,9
13009,-0.23952943,14
9417,-0.23954998,5
1615,-0.23973629,8
1862,-0.2397925,8
11013,-0.24011977,6
2291,-0.24012336,8
9180,-0.24015896,10
13647,-0.24018446,8
3724,-0.24030831,8
3575,-0.24031436,4
2328,-0.24042258,11
7914,-0.24053232,6
1732,-0.24061948,8
1439,-0.24071078,4
9478,-0.24080992,6
3685,-0.2408123,8
4588,-0.24083424,8
7048,-0.2410057,5
4989,-0.24101436,9
9355,-0.24102843,9
3099,-0.24114536,10
5435,-0.24114802,9
9565,-0.24115801,5
12432,-0.24115917,10
13760,-0.24124873,4
4207,-0.24132684,10
6179,-0.24147552,10
9066,-0.24156898,11
12727,-0.24163133,7
6149,-0.24174225,6
11285,-0.24175191,11
7214,-0.24207956,8
13428,-0.24218127,2
3541,-0.24228647,5
11792,-0.24230276,7
4671,-0.2424016,9
5509,-0.2424132,6
7706,-0.24245599,6
10090,-0.24247023,11
1997,-0.24252105,9
4434,-0.24254191,9
12725,-0.24255142,8
4112,-0.24259461,6
13570,-0.24273816,11
10864,-0.24291322,8
9083,-0.24297656,3
9532,-0.243103,10
10064,-0.24310347,11
8696,-0.24328046,1
173,-0.24330969,5
6893,-0.24333988,5
3264,-0.24336903,5
5517,-0.24341083,12
12355,-0.24353732,11
12833,-0.24355973,8
2122,-0.24370734,12
1344,-0.24371855,7
3523,-0.24377155,12
14034,-0.24377622,9
13264,-0.24399471,14
13609,-0.24399926,4
9510,-0.24400298,6
3483,-0.24410005,9
3183,-0.24410096,6
4705,-0.24415967,7
11919,-0.24416031,7
7751,-0.24418893,8
12204,-0.24425472,8
10172,-0.24425748,7
2232,-0.24427962,8
13547,-0.24429281,10
1157,-0.24433738,7
5882,-0.24440318,9
5546,-0.24450764,7
11943,-0.24452707,9
11009,-0.24452928,13
994,-0.24464217,4
4538,-0.24481927,7
7070,-0.24483378,7
4874,-0.24487716,6
13151,-0.24507424,6
5427,-0.24528618,8
12080,-0.24537198,9
1857,-0.24541597,9
6013,-0.24544194,10
9206,-0.24555409,8
2949,-0.24559888,11
10788,-0.24579173,8
421,-0.24579903,8
10825,-0.2458077,4
8620,-0.24588186,8
739,-0.24609716,3
4088,-0.24612236,8
10803,-0.24615905,9
11946,-0.246287,6
2290,-0.24636689,7
11527,-0.24643555,7
4127,-0.24646921,11
12786,-0.24658558,7
7021,-0.24708118,3
5327,-0.24722804,8
263,-0.24727052,11
6669,-0.24728508,7
10015,-0.24732447,18
8811,-0.24743181,4
13585,-0.24744894,9
8683,-0.24745953,5
10923,-0.24751717,9
3171,-0.24756579,9
12588,-0.24768575,6
4704,-0.24774416,5
5202,-0.24779066,8
13144,-0.24782105,9
9739,-0.247829,12
13460,-0.24784447,6
7989,-0.24799651,7
8671,-0.2481262,8
7321,-0.24829756,9
6661,-0.24833468,5
564,-0.24835818,7
7925,-0.24841173,5
518,-0.24841945,7
3702,-0.24860126,13
6004,-0.24861383,7
7931,-0.24866094,8
759,-0.24877995,3
6677,-0.24879256,6
13245,-0.24888864,8
1208,-0.2489093,7
9257,-0.24898517,7
3342,-0.2491053,6
12864,-0.24910568,9
365,-0.24923342,6
7689,-0.24923871,8
9630,-0.24932106,7
12039,-0.24934904,9
10580,-0.24938422,7
6325,-0.24950944,7
2625,-0.24960524,5
2842,-0.2497601,7
8248,-0.24980679,7
13391,-0.24992633,11
11883,-0.24998115,8
1712,-0.24998945,6
9934,-0.25000915,13
4155,-0.25011036,10
9281,-0.25036722,10
5267,-0.25046614,5
5451,-0.25050443,8
10948,-0.2505134,8
446,-0.25055107,6
7934,-0.25057253,4
4120,-0.25074604,8
3400,-0.25079548,11
13967,-0.25081912,8
1333,-0.2508701,9
6107,-0.25102237,9
5063,-0.25107592,7
9204,-0.25127536,9
12304,-0.25128293,10
5612,-0.2513887,6
2834,-0.2516565,8
1911,-0.25169155,7
9045,-0.25180575,9
859,-0.25189692,8
11197,-0.25195676,10
1861,-0.25197452,13
64,-0.25199458,6
11129,-0.25209725,11
1475,-0.25211287,6
2816,-0.25213695,10
2833,-0.25215143,9
13606,-0.2521535,8
8266,-0.2522296,5
2486,-0.2522381,9
2736,-0.25237948,5
10518,-0.25244492,10
9316,-0.2524993,5
5175,-0.2526108,12
13169,-0.2526794,5
11504,-0.25285774,13
10192,-0.25295597,4
3686,-0.2529785,11
5718,-0.25306916,8
3616,-0.25307143,9
11417,-0.25307167,16
254,-0.2531514,6
13933,-0.2531574,9
5901,-0.25328323,9
11408,-0.25328687,11
1014,-0.25331914,5
3882,-0.25345042,6
363,-0.25354502,8
2086,-0.25359452,9
8593,-0.25368476,5
9973,-0.25376174,8
5521,-0.253836,5
7119,-0.2538847,4
12996,-0.25426555,9
1716,-0.25449792,12
6221,-0.25450587,6
9921,-0.2545062,7
1541,-0.25464895,10
1523,-0.25471595,14
4907,-0.2548895,16
5552,-0.25497052,7
12261,-0.2550027,6
7770,-0.25502902,12
5455,-0.25506017,11
3408,-0.25509855,8
9047,-0.25510052,6
5220,-0.2551392,4
10607,-0.25519156,11
12138,-0.2551979,10
2884,-0.25522098,15
5178,-0.25524232,11
179,-0.25536844,11
13371,-0.25539973,11
11083,-0.2554764,9
8874,-0.25547746,6
7310,-0.25554258,7
13152,-0.2555486,7
11709,-0.25566065,10
8643,-0.2557781,6
2815,-0.25585166,4
9320,-0.2559109,8
8807,-0.25591522,7
13694,-0.25592563,7
5394,-0.2559619,6
5339,-0.25601867,9
11480,-0.25609103,8
10082,-0.25612593,12
9546,-0.25619602,10
8774,-0.2562761,11
7970,-0.2563219,7
9379,-0.25638783,7
13608,-0.25649136,4
10971,-0.25662887,9
12865,-0.25669867,10
6701,-0.25676012,6
6607,-0.256913,10
13253,-0.25716785,9
9225,-0.25725582,9
8155,-0.25725904,8
10704,-0.2572984,9
2782,-0.25731063,7
12554,-0.25738582,5
6542,-0.25750768,3
7383,-0.25757778,4
4402,-0.25759846,8
7965,-0.25764,9
4248,-0.2576438,15
11601,-0.2577498,5
1387,-0.25775465,9
8478,-0.25778863,9
3625,-0.25781208,9
1882,-0.2578379,5
5689,-0.25791642,5
3277,-0.2580641,10
6017,-0.25806755,9
6721,-0.25809,10
10161,-0.2581234,6
12664,-0.25823763,7
213,-0.25825828,11
10407,-0.25833762,5
13886,-0.25835997,10
9600,-0.2584063,5
8571,-0.2584463,7
5288,-0.25846532,8
8024,-0.25861478,5
3814,-0.2587527,7
13734,-0.2587552,8
8543,-0.25880924,11
5380,-0.25894564,8
7515,-0.25913155,11
5712,-0.25914913,7
7992,-0.25921217,9
3050,-0.25937483,13
1343,-0.2594301,5
4006,-0.2594574,7
4551,-0.25966847,8
10040,-0.25967687,3
1675,-0.25977582,9
872,-0.2598908,7
5399,-0.25993606,9
1782,-0.25996295,6
12079,-0.26003847,7
3852,-0.26010707,13
12490,-0.26012906,7
558,-0.26021582,6
7542,-0.26025537,10
5890,-0.2604145,8
9786,-0.26049963,6
9608,-0.26052642,5
3614,-0.26064768,8
13407,-0.2606538,10
13676,-0.2606745,7
6279,-0.26075235,6
