user,item
1994,9054
1994,11566
1994,8560
1994,5890
1994,10187
1995,9457
1995,1892
1995,9580
1995,4369
1995,6088
1995,13329
1995,11352
1995,7957
1995,11814
1995,5409
1995,13059
1995,1768
1995,9042
1995,9841
1995,2146
1995,5579
1995,2501
1995,1484
1995,12174
1995,8101
1995,12617
1995,12331
1995,12934
1995,4866
1995,3503
1995,5425
1995,7138
1995,9499
1995,10410
1995,7453
1995,3893
1995,927
1995,13435
1995,9795
1995,8595
1995,10576
1995,636
1995,6275
1995,431
1995,12725
1995,11207
1995,8610
1995,7514
1995,12088
1996,3447
1996,488
1996,10039
1996,11323
1996,157
1996,952
1996,6880
1996,3963
1997,4351
1997,10057
1997,877
1997,13283
1997,6796
1997,4357
1997,7929
1997,331
1997,12832
1997,771
1997,140
1997,7326
1997,10578
1997,130
1997,1103
1997,11846
1997,11556
1997,13066
1997,11332
1997,12764
1998,11485
1998,13971
1998,1860
1998,3028
1998,10015
1998,9789
1998,1533
1998,10064
1998,8553
1998,4452
1998,4993
1998,3575
1998,4488
1998,3400
1998,6246
1998,3317
1998,12524
1998,510
1998,9506
1998,2178
1998,3132
1998,711
1998,13046
1998,8640
1998,163
1998,9969
1998,12764
1998,82
1998,12789
1998,8669
1999,6017
1999,12243
1999,1207
1999,7123
1999,6005
1999,8794
1999,11888
1999,7836
1999,1083
1999,3203
1999,6348
1999,3710
1999,3577
1999,10081
1999,1298
1999,2994
1999,9098
1999,9976
1999,3412
1999,6600
1999,4935
1999,549
1999,4511
1999,11103
1999,6574
1999,1461
1999,11488
1999,1759
1999,10301
1999,6447
1999,1690
1999,7358
1999,127
1999,11576
1999,8418
1999,3690
1999,5793
1999,1330
1999,11077
1999,6967
1999,777
1999,4637
1999,9301
1999,11600
1999,10013
1999,4767
1999,7338
1999,750
1999,13257
1999,3245
1999,12806
1999,13064
1999,1931
1999,13036
1999,8147
1999,8855
1999,12724
1999,736
1999,13371
1999,2971
1999,145
1999,11328
1999,11390
1999,11523
1999,5779
1999,4230
1999,4594
1999,8980
1999,12715
1999,895
1999,7689
1999,13930
1999,2916
1999,4264
1999,13833
1999,1636
1999,4402
1999,10208
1999,2653
1999,12846
1999,6749
1999,13207
1999,10741
1999,7080
1999,6983
1999,10361
1999,3628
1999,9578
1999,9865
1999,11508
1999,8222
1999,7125
1999,11779
1999,13621
1999,7333
1999,3734
1999,180
1999,3866
1999,11145
1999,10062
1999,7282
1999,5392
1999,6764
1999,7146
1999,8621
1999,11273
1999,2965
1999,5750
1999,801
1999,11319
1999,10276
1999,12128
1999,6531
1999,6001
1999,1046
1999,1625
1999,7170
1999,9556
1999,8485
1999,3128
1999,8035
1999,3880
1999,6863
1999,12683
1999,9194
1999,1283
1999,849
1999,2024
1999,1363
1999,10154
1999,1644
1999,4801
1999,8544
1999,10089
1999,1795
1999,10339
1999,11133
1999,7286
1999,1308
1999,13659
1999,9775
1999,520
1999,11637
1999,4694
1999,10561
1999,9876
1999,4593
1999,2084
1999,3126
1999,10420
1999,8812
1999,397
1999,12895
1999,12062
1999,973
1999,9590
1999,889
1999,6123
1999,1773
1999,11205
1999,13265
1999,7081
1999,4096
1999,7241
1999,7020
1999,13638
1999,11504
1999,3525
1999,12833
1999,3540
1999,1846
1999,10649
1999,8235
1999,1939
1999,5921
1999,7680
1999,638
1999,10163
1999,10412
1999,2925
1999,1938
1999,12506
1999,1430
1999,5148
1999,12304
1999,9130
1999,1993
1999,8116
1999,12865
1999,565
1999,5928
1999,2089
1999,7264
1999,13173
1999,11746
1999,4692
1999,1854
1999,8747
1999,3208
1999,2016
1999,11591
1999,503
1999,9015
1999,9911
1999,12624
1999,5902
1999,5422
1999,3886
1999,13567
1999,12967
1999,4370
1999,243
1999,664
1999,3167
2000,5139
2000,5783
2000,6864
2000,11798
2000,725
2000,6153
2000,7254
2000,9473
2000,6581
2000,13394
2000,325
2000,3745
2000,5031
2000,494
2000,7203
2000,12026
2000,431
2000,13777
2000,12174
2000,9960
2000,13836
2001,3079
2001,928
2001,12895
2001,13831
2001,303
2001,377
2001,8978
2001,2685
2002,613
2002,628
2002,7772
2002,6760
2002,554
2002,11182
2002,12848
2002,13151
2002,9717
2002,337
2002,8398
2002,12875
2002,1812
2002,10622
2003,929
2003,10010
2003,9879
2003,1342
2003,5826
2003,2774
2003,8945
2003,2294
2003,11341
2003,9955
2003,9094
2003,1821
2003,7025
2003,13878
2003,1973
2003,8536
2004,8591
2004,6010
2004,388
2004,4463
2004,11416
2004,7451
2004,834
2004,7430
2004,2957
2004,404
2004,7546
2004,12718
2004,2588
2004,1493
2004,11323
2004,9505
2004,13018
2004,13351
2005,8624
2005,12209
2005,930
2005,12457
2005,4375
2005,7443
2005,4718
2005,2053
2005,12764
2005,4399
2005,5815
2006,331
2006,9899
2006,10921
2006,123
2006,4882
2006,2662
2006,8582
2006,2188
2006,11183
2006,10351
2006,9636
2006,1475
2006,6007
2006,13411
2006,1603
2006,8572
2007,12696
2007,931
2007,11310
2007,2930
2007,1814
2007,9020
2007,2488
2007,2288
2007,910
2007,9921
2007,9139
2007,9963
2007,7110
2007,11560
2007,10323
2007,10790
2007,5178
2007,13891
2007,7372
2007,12687
2007,1565
2007,4132
2007,5275
2007,3045
2007,1587
2007,9892
2007,1182
2007,5372
2007,4323
2007,4732
2007,5893
2007,6721
2007,1889
2007,6255
2007,4980
2007,460
2007,6785
2007,13593
2007,1736
2007,13138
2007,3496
2007,6719
2007,1552
2007,3119
2007,1105
2007,2202
2007,5708
2007,1558
2007,10843
2007,245
2007,8563
2007,4719
2007,13163
2007,13994
2007,6053
2007,6350
2007,6822
2007,13712
2007,2350
2007,12263
2007,3024
2007,6660
2007,9576
2007,3251
2007,6234
2007,13141
2007,9502
2007,4945
2008,4863
2008,8500
2008,8605
2008,7757
2008,6834
2008,5817
2008,12881
2008,7336
2008,2178
2008,83
2008,2323
2008,5331
2008,13405
2008,11691
2008,10181
2008,691
2008,10015
2008,5079
2008,2370
2008,3576
2008,12768
2008,7293
2008,3054
2008,8526
2008,5998
2008,13360
2008,1735
2008,10345
2008,4495
2008,1963
2008,11693
2008,1827
2008,13516
2008,9071
2008,4668
2008,9023
2008,675
2008,10338
2008,8792
2008,5563
2008,2077
2008,13141
2008,5197
2008,159
2008,6009
2008,10415
2008,4552
2008,1640
2008,12117
2008,3317
2008,9907
2008,7434
2008,1776
2008,3481
2008,191
2008,1436
2008,4860
2008,1500
2008,10472
2008,7
2008,9256
2008,5015
2008,12688
2008,9231
2008,12738
2008,8525
2008,7175
2008,9885
2008,7480
2008,10275
2008,8590
2008,13679
2008,11685
2008,6262
2008,9182
2008,7298
2008,11866
2008,9444
2008,10624
2008,5256
2008,12836
2008,9348
2009,12813
2009,8606
2009,6608
2009,10262
2009,4393
2009,4403
2009,10753
2009,245
2009,13246
2009,6292
2009,7850
2009,6578
2009,8657
2009,1214
2009,1524
2009,2425
2009,76
2009,11469
2009,298
2009,10082
2009,11801
2009,9678
2009,12954
2010,9210
2010,9041
2010,455
2010,7217
2010,2021
2010,1523
2010,1778
2010,13161
2010,2170
2011,310
2011,2565
2011,9028
2011,591
2011,5614
2011,12261
2011,614
2011,10023
2011,11473
2011,11770
2011,0
2011,4583
2011,13941
2011,1455
2011,9957
2012,10587
2012,11539
2012,577
2012,11451
2012,2788
2012,9016
2012,1792
2012,1666
2012,13699
2012,2462
2012,7453
2012,12119
2013,13001
2013,11463
2013,856
2013,11134
2013,5871
2013,749
2013,725
2013,13277
2013,6260
2013,7174
2014,687
2014,9902
2014,9172
2014,1586
2014,5913
2014,3196
2014,7948
2014,1543
2014,10287
2014,9355
2014,7160
2014,1696
2014,5938
2014,11725
2014,1933
2014,7087
2015,13194
2015,10347
2015,302
2015,8508
2015,6052
2015,4456
2015,1455
2015,13312
2015,4830
2015,7078
2016,515
2016,3017
2016,7901
2016,2120
2016,5035
2016,8899
2016,2062
2016,9457
2016,9473
2016,11747
2016,2493
2016,5600
2016,13836
2016,2088
2016,7668
2017,934
2017,3619
2017,7884
2017,457
2017,4962
2017,10709
2017,1521
2017,9487
2017,9201
2017,11692
2017,739
2017,5306
2017,13274
2017,2177
2017,9188
2018,5366
2018,8839
2018,935
2018,11698
2018,5796
2018,6052
2018,8265
2018,62
2018,11321
2018,2986
2018,437
2018,7245
2018,7142
2018,3012
2018,3815
2018,10026
2018,8680
2018,9875
2018,10520
2018,13072
2019,12000
2019,5131
2019,9603
2019,6781
2019,1621
2019,3006
2019,12772
2019,10639
2019,3111
2019,331
2019,1370
2019,4566
2019,769
2019,4555
2019,3509
2019,7312
2019,724
2019,624
2019,9882
2019,1349
2019,8376
2019,11651
2019,5756
2019,12946
2020,4599
2020,11134
2020,738
2020,10349
2020,3409
2020,3786
2020,179
2020,426
2020,13394
2020,1876
2020,3486
2021,5935
2021,661
2021,11383
2021,11809
2021,568
2021,1195
2021,10786
2021,4987
2022,664
2022,1946
2022,4374
2022,1067
2022,3196
2022,10561
2022,303
2022,7087
2022,9398
2022,10053
2022,1146
2022,5165
2022,10067
2022,2360
2022,6348
2023,82
2023,1033
2023,7163
2023,3111
2023,3082
2023,11636
2023,8566
2023,5756
2023,10595
2023,1623
2023,13215
2023,210
2023,7496
2023,5812
2023,181
2023,3970
2023,291
2023,967
2023,9877
2023,5854
2023,11332
2023,10845
2023,13160
2023,3037
2023,53
2023,3979
2023,4555
2023,6604
2023,12750
2023,12131
2023,4914
2023,1861
2023,7373
2023,11551
2023,8497
2023,5761
2023,8728
2023,653
2023,4545
2023,262
2023,10345
2023,8487
2023,8534
2023,5435
2024,686
2024,520
2024,3192
2024,11483
2024,10013
2024,8686
2024,6749
2024,7123
2024,374
2024,11591
2024,2916
2024,4520
2025,8845
2025,936
2025,13432
2025,13821
2025,2975
2025,110
2025,11609
2025,5235
2026,10556
2026,9466
2026,290
2026,8528
2026,5129
2026,388
2026,361
2026,13588
2026,3712
2027,13198
2027,4167
2027,8512
2027,11812
2027,4936
2027,12477
2027,9282
2027,3600
2027,2680
2027,4450
2027,1485
2027,13786
2027,937
2027,2741
2027,10252
2027,4434
2027,6405
2027,2371
2027,3471
2027,154
2027,8864
2027,804
2027,13784
2027,2522
2027,11559
2027,8639
2027,9905
2027,3868
2028,8759
2028,2032
2028,548
2028,2250
2028,5387
2028,7846
2028,11559
2028,1381
2028,11347
2028,2449
2028,3590
2028,12027
2028,8572
2028,701
2028,11453
2028,11379
2028,11183
2028,2345
2028,8190
2028,5604
2028,6854
2028,3730
2028,9299
2028,4460
2028,9879
2028,4483
2028,2505
2028,11311
2028,7092
2028,212
2028,3917
2028,6830
2028,2003
2028,9373
2028,1493
2028,12239
2028,13111
2028,1894
2028,4831
2028,3551
2028,3584
2028,13716
2028,2121
2028,4936
2028,11422
2028,10656
2028,5949
2028,5504
2028,9442
2028,10783
2028,929
2028,3238
2028,138
2028,11416
2029,121
2029,1555
2029,6055
2029,1608
2029,2996
2029,10058
2029,1878
2029,7175
2029,8766
2029,11354
2029,1671
2029,4417
2029,12930
2029,1554
2029,8117
2030,7198
2030,7175
2030,113
2030,7992
2030,1436
2030,6682
2030,554
2030,1336
2030,9893
2030,1940
2030,4951
2030,7473
2031,10062
2031,8292
2031,7347
2031,12369
2031,10226
2031,11637
2031,2089
2031,3690
2031,2994
2031,334
2031,2226
2031,7680
2031,9156
2031,6447
2031,4370
2031,5235
2031,11369
2031,4758
2031,3999
2031,4497
2031,10361
2031,9418
2031,9167
2031,282
2031,9204
2031,8540
2031,1881
2031,3208
2031,10412
2031,170
2031,11873
2031,6549
2031,390
2031,10561
2031,6564
2031,9876
2032,2951
2032,11860
2032,3301
2032,8909
2032,262
2032,3152
2032,6591
2032,8587
2032,2880
2032,2967
2032,5983
2032,383
2032,121
2032,233
2032,443
2032,6491
2032,10325
2032,785
2032,12688
2032,11896
2032,6108
2032,13474
2033,12832
2033,13354
2033,715
2033,7145
2033,240
2033,5807
2033,3201
2033,1842
2033,5267
2033,12867
2033,12564
2033,1796
2033,5882
2033,2178
2033,5862
2033,10557
2033,433
2033,3780
2033,10717
2033,2478
2033,524
2033,4362
2033,1220
2033,8590
2033,2996
2033,11431
2033,7180
2033,11485
2033,5520
2033,4971
2033,13101
2033,13919
2033,2832
2033,5051
2033,5229
2033,3191
2033,8549
2033,1527
2033,5010
2033,11923
2033,7098
2033,6359
2033,4780
2033,8949
2033,403
2033,3111
2033,1320
2033,11228
2033,6535
2033,6758
2034,8323
2034,10455
2034,497
2034,10192
2034,3322
2034,5911
2034,274
2034,1325
2034,12664
2034,2288
2034,5078
2035,11034
2035,404
2035,11323
2035,11453
2035,2736
2035,875
2035,11373
2035,11010
2036,6350
2036,2512
2036,173
2036,1511
2036,9163
2036,7543
2036,13410
2036,848
2036,13020
2036,2444
2036,4945
2036,11777
2036,4632
2036,23
2036,13509
2036,5842
2036,8692
2036,1889
2036,8008
2036,4354
2036,11490
2036,3713
2036,8672
2036,7333
2036,5845
2036,8540
2036,2217
2036,11349
2036,978
2036,3101
2036,6125
2036,1646
2036,8600
2036,1558
2036,13138
2036,12895
2036,1528
2036,4753
2036,5638
2036,5363
2036,9770
2036,1565
2036,5841
2036,13537
2036,8740
2036,7134
2036,4358
2036,8178
2036,11649
2036,116
2036,3043
2036,347
2036,11464
2037,12836
2037,1434
2037,10160
2037,159
2037,12921
2037,2898
2037,12932
2037,8972
2038,9158
2038,4863
2038,788
2038,3271
2038,2004
2038,1446
2038,1204
2038,13376
2038,1651
2038,3985
2039,9302
2039,3666
2039,2045
2039,10261
2039,1667
2039,12764
2039,6033
2039,10562
2039,11009
2039,1576
2039,9903
2039,3481
2039,5896
2039,2264
2039,4596
2039,11348
2039,5927
2039,13504
2039,11821
2039,93
2039,9192
2039,1436
2039,2880
2039,12781
2039,691
2039,11710
2039,7163
2039,902
2039,11970
2039,12780
2039,1523
2039,12855
2039,8497
2040,940
2040,1221
2040,3560
2040,1874
2040,1047
2040,9507
2040,12565
2040,12341
2040,4868
2040,545
2040,3679
2040,13202
2040,1316
2040,6689
2041,13336
2041,5861
2041,10214
2041,5852
2041,2996
2041,2993
2041,7219
2041,9669
2041,4596
2041,89
2041,413
2041,5797
2041,1468
2041,6168
2041,5428
2041,8538
2041,654
2041,268
2041,12614
2041,378
2041,9903
2041,8738
2041,13612
2041,9451
2041,7233
2041,9893
2042,13080
2042,5805
2042,10052
2042,6536
2042,1573
2042,1623
2042,13091
2042,9902
2042,2975
2042,7
2042,420
2042,5740
2042,464
2042,5331
2042,3898
2042,8482
2042,590
2042,1233
2042,12537
2042,481
2042,8693
2042,12251
2042,7940
2042,12853
2043,275
2043,804
2043,3727
2043,11980
2043,10879
2043,7359
2043,4450
2043,6800
2043,781
2043,13310
2043,2956
2043,3881
2044,8935
2044,3369
2044,8538
2044,7709
2044,3249
2044,10382
2044,7643
2044,3602
2044,2545
2044,2886
2044,1527
2044,13230
2044,553
2044,1787
2044,3742
2044,9514
2044,1458
2044,3079
2044,51
2044,93
2044,12215
2044,1817
2044,11556
2044,8514
2044,11332
2044,3031
2044,7336
2044,7417
2045,9328
2045,1812
2045,7863
2045,292
2045,7636
2045,3682
2045,13218
2045,5626
2046,9388
2046,11197
2046,587
2046,11289
2046,2939
2046,6257
2046,1828
2046,8
2046,12069
2046,3036
2046,6085
2047,83
2047,254
2047,1794
2047,13027
2047,13089
2047,9944
2047,5824
2047,5975
2047,150
2047,13730
2047,1694
2047,3355
2048,12873
2048,11864
2048,707
2048,7461
2048,6064
2048,1537
2048,966
2048,13314
2048,4377
2049,8987
2049,5546
2049,827
2049,4570
2049,9254
2049,6362
2049,1016
2049,8061
2049,3584
2049,109
2049,6026
2049,9996
2049,2250
2049,2709
2049,10084
2049,9380
2049,13041
2049,12746
2050,8788
2050,8817
2050,615
2050,8492
2050,7312
2050,7234
2050,4412
2050,805
2050,11575
2050,7990
2050,7413
2051,13455
2051,9273
2051,208
2051,8884
2051,3036
2051,2911
2051,2107
2051,13352
2051,3319
2052,12300
2052,11335
2052,277
2052,12875
2052,1292
2052,11447
2052,3159
2052,3047
2052,7007
2052,12822
2052,7137
2052,1669
2052,12383
2052,3023
2052,7329
2052,9777
2052,1396
2052,3654
2052,12294
2052,2840
2052,1067
2052,7694
2052,164
2052,11859
2052,4714
2052,12601
2052,8649
2052,11586
2052,11030
2052,13893
2052,4252
2052,10070
2052,5907
2052,5874
2052,5965
2052,11753
2052,2236
2052,7734
2052,12673
2052,10090
2052,8679
2052,7125
2052,11343
2052,1143
2052,4374
2052,1321
2052,12066
2052,10287
2052,8513
2053,11419
2053,13738
2053,1817
2053,5805
2053,11651
2053,10184
2053,3497
2053,10647
2053,10157
2053,6725
2053,6324
2053,3082
2053,6041
2053,4355
2053,7175
2053,4780
2053,11556
2053,223
2053,10962
2053,2585
2053,4752
2053,368
2053,13348
2053,8566
2053,1256
2053,11332
2053,12750
2053,1616
2053,13027
2053,8553
2053,12420
2054,12749
2054,12342
2054,321
2054,8614
2054,4390
2054,169
2054,216
2054,12737
2054,4889
2055,12631
2055,6350
2055,5875
2055,12609
2055,12713
2055,13452
2055,245
2055,2958
2055,1743
2055,1238
2055,1829
2055,8362
2055,10819
2055,7065
2055,5708
2055,3251
2055,13982
2055,5698
2055,1565
2055,4632
2055,8470
2055,7474
2055,274
2055,8777
2055,12788
2055,1524
2055,3330
2055,11276
2055,698
2055,13214
2055,6951
2055,1334
2055,10559
2055,6763
2056,8900
2056,1943
2056,5263
2056,111
2056,6134
2056,1768
2056,10582
2056,3698
2057,7323
2057,6302
2057,6110
2057,10769
2057,774
2057,5224
2057,13124
2057,10289
2057,13828
2057,1492
2057,10029
2057,4604
2057,4555
2057,13024
2057,13433
2057,3576
2057,6187
2057,10281
2057,345
2057,12932
2057,1640
2057,4711
2057,185
2057,9907
2057,9722
2057,159
2057,11896
2057,13039
2057,711
2057,12728
2057,9525
2057,13555
2058,6273
2058,1645
2058,1458
2058,6271
2058,341
2058,12772
2058,4578
2058,13003
2058,8917
2058,1977
2058,6419
2058,1778
2058,4989
2058,1685
2058,3124
2058,10573
2058,3248
2058,10214
2058,10867
2058,46
2058,8115
2058,845
2058,1787
2058,18
2058,9456
2058,4752
2058,965
2058,8770
2058,11767
2058,301
2058,11395
2058,5079
2059,177
2059,87
2059,7097
2059,4790
2059,2108
2059,11778
2059,11341
2059,11422
2059,10322
2059,2428
2059,7793
2059,12546
2059,3155
2059,11416
2060,8002
2060,159
2060,11484
2060,12940
2060,1599
2060,2055
2060,10015
2060,3340
2061,8594
2061,4564
2061,2952
2061,9481
2061,2197
2061,12965
2061,7210
2061,13946
2061,9973
2061,2075
2061,9183
2061,4568
2061,5965
2061,4076
2061,4592
2061,10443
2061,4975
2061,11683
2061,11681
2061,308
2061,8754
2061,2351
2061,4428
2061,236
2061,9949
2061,7172
2061,1123
2061,10370
2061,11572
2061,1481
2061,11800
2061,8245
2062,7163
2062,13260
2062,2274
2062,2545
2062,10261
2062,4819
2062,7293
2062,13403
2062,13235
2062,6512
2062,3052
2062,12754
2062,7931
2062,6604
2062,666
2062,53
2062,1830
2062,7939
2062,10029
2062,12867
2062,642
2062,150
2062,562
2062,1614
2062,6103
2062,12781
2062,8695
2062,3250
2062,7448
2062,7959
2062,11395
2062,8636
2062,10102
2062,7098
2062,9157
2062,5112
2062,4436
2062,1802
2062,13019
2062,5755
2062,5442
2062,1924
2062,10286
2062,1651
2062,4391
2062,7458
2062,754
2062,12885
2062,4619
2062,10125
2062,1494
2062,8197
2062,12946
2062,2905
2062,653
2062,1491
2062,13650
2062,12764
2062,6241
2062,15
2062,10391
2062,79
2062,10184
2062,12728
2062,8487
2062,704
2062,9212
2062,4375
2062,3353
2062,9453
2062,1436
2062,3218
2062,9096
2062,1573
2062,1500
2062,9021
2062,3118
2062,12951
2062,8738
2062,12853
2062,12921
2062,3516
2062,8836
2062,5386
2062,5909
2062,1554
2062,12932
2062,10551
2062,4870
2062,9378
2062,7405
2062,4492
2062,210
2062,11932
2062,9893
2062,2996
2062,2670
2062,7297
2062,6811
2062,2004
2062,2880
2062,89
2062,3766
2062,5817
2062,10082
2062,7507
2062,7334
2062,13124
2062,13415
2062,7107
2062,378
2062,785
2062,4598
2062,12826
2062,406
2062,711
2062,1727
2062,5976
2062,12769
2062,573
2062,11425
2062,8566
2062,1239
2062,9903
2063,12208
2063,8475
2063,8764
2063,12873
2063,11311
2063,13189
2063,123
2063,6655
2063,1448
2063,1209
2063,1862
2063,8639
2063,10500
2063,7574
2063,7624
2063,6831
2063,13110
2063,5765
2063,4737
2063,7092
2063,11409
2063,10293
2063,8572
2063,131
2063,10703
2063,9899
2063,2451
2063,6355
2063,11219
2063,120
2063,13096
2063,8436
2063,1190
2063,11620
2063,9080
2063,11341
2064,343
2064,10524
2064,9108
2064,741
2064,4654
2064,1780
2064,6553
2064,125
2064,11567
2064,10879
2064,5949
2064,200
2064,5098
2064,13198
2064,87
2064,6452
2065,109
2065,929
2065,5382
2065,1955
2065,2190
2065,10732
2065,13261
2065,12004
2065,7092
2065,2406
2065,6121
2065,13055
2065,2154
2065,8582
2066,11676
2066,518
2066,7126
2066,300
2066,9999
2066,2331
2066,12965
2066,3803
2067,12932
2067,5159
2067,11406
2067,13682
2067,7313
2067,13039
2067,8797
2067,4914
2067,3057
2067,8590
2067,3895
2067,12764
2067,942
2067,1674
2067,11556
2067,8181
2067,8549
2067,1651
2067,4870
2067,262
2067,10012
2067,250
2067,13338
2067,1810
2067,12768
2067,9956
2067,12420
2067,3896
2068,943
2068,1337
2068,3407
2068,11893
2068,11530
2068,9878
2068,5805
2068,6279
2068,1999
2068,12845
2068,3537
2068,6018
2069,8404
2069,4628
2069,415
2069,4817
2069,9048
2069,7243
2069,655
2069,7237
2069,1812
2069,516
2069,6997
2069,11782
2069,169
2069,1653
2069,8859
2069,9291
2069,13946
2069,13989
2070,1483
2070,4686
2070,11343
2070,13636
2070,7238
2070,498
2070,7139
2070,10293
2070,7156
2070,7237
2070,10211
2070,4628
2070,10116
2070,10599
2070,2351
2070,10149
2070,1800
2070,4975
2070,6146
2070,6035
2070,13221
2070,13339
2070,10791
2070,12342
2070,2110
2070,3067
2070,2882
2070,2908
2070,10227
2070,13595
2070,1632
2070,5359
2070,2389
2070,10530
2070,7847
2070,1669
2070,998
2070,1296
2070,6339
2070,8629
2070,3515
2070,13326
2070,11375
2070,6270
2070,9766
2070,12322
2070,7148
2070,289
2070,11526
2070,3159
2070,3891
2070,2172
2070,756
2070,4965
2070,7199
2070,575
2070,3023
2070,6844
2070,9601
2070,84
2070,6334
2070,11492
2070,9209
2070,9481
2070,335
2070,779
2070,7569
2070,2476
2070,385
2070,9926
2070,11945
2070,2591
2070,12837
2070,6768
2070,6780
2070,13648
2070,9828
2070,9602
2070,1012
2070,4428
2070,10910
2070,3689
2070,10330
2070,5232
2070,9079
2070,2521
2070,4535
2070,10425
2070,1543
2070,8102
2070,5019
2070,2785
2070,13382
2070,5760
2070,9629
2070,1844
2070,12977
2070,3229
2070,8922
2070,5846
2070,11782
2070,5088
2070,7421
2070,4568
2070,8721
2070,5249
2070,7126
2070,3714
2070,6459
2070,64
2070,4390
2070,3078
2070,5866
2070,7732
2070,8105
2070,5499
2070,9627
2070,13538
2070,8780
2070,10987
2070,6416
2070,3215
2070,10952
2070,883
2070,11447
2070,10740
2070,11613
2070,8874
2070,6879
2070,7255
2070,8775
2070,2746
2070,7210
2070,3224
2070,8513
2070,780
2070,1653
2070,348
2070,13223
2070,13605
2070,1560
2070,4503
2070,8901
2070,9335
2070,1699
2070,9977
2070,9081
2070,6745
2070,519
2070,12753
2070,6454
2070,13770
2070,944
2070,11940
2070,5618
2070,10152
2070,10191
2070,4372
2070,1712
2070,1965
2070,8175
2070,10586
2070,10672
2070,10308
2070,838
2070,12908
2070,11936
2070,807
2070,13960
2070,277
2070,6379
2070,1658
2070,8594
2070,7099
2070,9048
2070,9986
2070,6239
2070,2248
2070,6199
2070,5956
2070,14019
2070,10269
2070,2948
2070,13629
2070,1848
2070,1868
2070,10670
2070,7568
2070,1453
2070,6325
2070,10066
2070,7630
2070,1070
2070,11193
2070,10249
2070,3156
2070,2354
2070,10598
2070,13273
2070,1720
2070,4515
2070,10479
2070,11533
2070,10000
2070,7591
2070,2492
2070,7431
2070,9183
2070,10130
2070,56
2070,4895
2070,2392
2070,6087
2070,85
2070,12041
2070,4825
2070,1609
2070,8065
2070,4180
2070,9923
2070,2067
2070,11676
2070,169
2070,8686
2071,9146
2071,404
2071,12794
2071,12886
2071,3678
2071,3584
2071,11341
2071,6978
2072,582
2072,834
2072,3881
2072,12794
2072,12087
2072,8022
2072,5213
2072,7031
2072,584
2072,13233
2072,3730
2072,5294
2073,686
2073,1337
2073,4676
2073,13447
2073,7522
2073,12721
2073,6334
2073,11810
2073,3153
2073,6340
2073,14004
2073,3940
2073,4890
2074,11701
2074,7868
2074,413
2074,7175
2074,2880
2074,1527
2074,53
2074,11365
2074,3207
2075,12979
2075,5879
2075,11160
2075,1544
2075,5229
2075,5755
2075,523
2075,10125
2075,11177
2075,9897
2075,4381
2075,3661
2075,3297
2075,4374
2075,7404
2075,3128
2075,8493
2075,291
2075,6878
2075,9297
2075,8692
2075,2965
2075,1604
2075,2360
2075,549
2075,10208
2075,5188
2075,883
2075,4552
2075,8826
2075,11484
2075,12296
2075,3203
2075,334
2075,5861
2075,4561
2075,2377
2075,4545
2075,11988
2075,12143
2075,657
2075,7499
2075,9448
2075,2240
2075,12074
2075,6245
2075,12884
2075,3208
2075,11755
2075,6471
2075,1067
2075,3939
2075,5810
2075,1954
2075,7347
2075,3710
2075,13264
2075,5901
2075,8636
2075,5053
2075,282
2075,7689
2075,7282
2075,2979
2075,5048
2075,2880
2075,3689
2075,8549
2075,458
2075,4412
2075,7286
2075,7105
2075,10261
2075,11332
2075,950
2075,53
2075,9712
2075,180
2075,1705
2075,3130
2075,7303
2075,10469
2075,463
2075,10012
2075,11758
2075,10339
2075,5180
2075,4758
2075,10081
2075,4370
2075,9778
2075,6005
2075,13064
2075,7098
2075,13951
2075,9157
2075,4376
2075,4748
2075,8679
2075,4446
2075,9207
2075,12241
2075,4736
2075,7081
2075,4222
2075,13930
2075,4489
2076,8082
2076,11009
2076,735
2076,12930
2076,8538
2076,7306
2076,9201
2076,526
2076,13366
2076,4596
2076,1843
2076,9595
2076,10160
2076,3138
2076,3031
2076,11955
2076,10003
2076,12279
2076,10178
2076,12988
2077,7344
2077,25
2077,10953
2077,10932
2077,1573
2077,2071
2077,9903
2077,4864
2078,10494
2078,10334
2078,715
2078,9165
2078,4464
2078,1878
2078,1679
2078,13268
2078,4578
2079,8100
2079,8507
2079,163
2079,10466
2079,4566
2079,7085
2079,3684
2079,2388
2079,12121
2079,2968
2079,5453
2079,8590
2080,4705
2080,10067
2080,463
2080,11369
2080,7315
2080,5389
2080,8660
2080,638
2080,13371
2080,3728
2080,374
2080,7282
2080,8692
2080,408
2080,1721
2080,13265
2080,10089
2080,12872
2080,13659
2081,3268
2081,59
2081,12578
2081,13962
2081,211
2081,1071
2081,8928
2081,754
2082,83
2082,11596
2082,11545
2082,55
2082,6068
2082,4566
2082,7221
2082,3120
2082,11940
2082,11797
2082,10071
2082,2326
2082,6607
2082,12895
2082,4517
2082,9713
2083,7826
2083,65
2083,12172
2083,13811
2083,92
2083,658
2083,9937
2083,7514
2084,11322
2084,12723
2084,548
2084,13288
2084,678
2084,9946
2084,3056
2084,961
2084,6249
2084,13069
2084,7193
2084,768
2084,11128
2084,1642
2084,7729
2084,8169
2084,804
2084,4831
2084,11416
2084,839
2084,875
2084,7839
2084,741
2084,10314
2084,5021
2084,11393
2084,7426
2084,11559
2084,8765
2084,13453
2084,3076
2084,9126
2084,5887
